t,u,theta,phi
3.66,-0.1413888,-0.38094,0
3.67,-0.1583991,-0.3726665,0
3.68,-0.1340119,-0.3631296,0
3.69,-0.1478874,-0.3487889,0
3.7,-0.120881,-0.3316844,0
3.71,-0.1328258,-0.3122832,0
3.72,-0.1048482,-0.2920289,0
3.73,-0.1162006,-0.2710717,0
3.74,-0.08811843,-0.2501745,0
3.75,-0.09941669,-0.2291671,0
3.76,-0.07002318,-0.2060108,0
3.77,-0.07958444,-0.1806758,0
3.78,-0.04837386,-0.1530386,0
3.79,-0.05753838,-0.1255075,0
3.8,-0.02716506,-0.09933654,0
3.81,-0.03585549,-0.07192206,0
3.82,-0.005074667,-0.0442429,0
3.83,-0.0155846,-0.01968448,0
3.84,0.01257267,0.001541605,0
3.85,0.003275977,0.02590054,0
3.86,0.0321136,0.05034912,0
3.87,0.0186008,0.06774096,0
3.88,0.04484612,0.08316455,0
3.89,0.02457166,0.08797479,0
3.9,0.05026256,0.09539876,0
3.91,0.03190235,0.1051419,0
3.92,0.05844762,0.115536,0
3.93,0.04150922,0.1280827,0
3.94,0.0712598,0.1452541,0
3.95,0.05550448,0.1628558,0
3.96,0.08769676,0.1843835,0
3.97,0.07495454,0.2096243,0
3.98,0.1029131,0.2265712,0
3.99,0.08279746,0.2339938,0
4,0.1125085,0.2475121,0
4.01,0.09721631,0.2670374,0
4.02,0.1282125,0.2867022,0
4.03,0.1079552,0.2980453,0
4.04,0.1371025,0.309081,0
4.05,0.1154791,0.3179423,0
4.06,0.141312,0.3220044,0
4.07,0.1189713,0.3264707,0
4.08,0.144078,0.3295919,0
4.09,0.1169246,0.3251403,0
4.1,0.1391485,0.3184084,0
4.11,0.1123576,0.3130407,0
4.12,0.134336,0.306809,0
4.13,0.1068232,0.2996623,0
4.14,0.127657,0.2909128,0
4.15,0.09807394,0.2792472,0
4.16,0.1192226,0.2690785,0
4.17,0.09079001,0.2603282,0
4.18,0.1091348,0.246432,0
4.19,0.07827862,0.2302118,0
4.2,0.09828689,0.2175386,0
4.21,0.06729864,0.203463,0
4.22,0.08536436,0.1866173,0
4.23,0.05369027,0.1695519,0
4.24,0.07052147,0.1505023,0
4.25,0.03641086,0.1280531,0
4.26,0.05236806,0.1052805,0
4.27,0.01995804,0.08545,0
4.28,0.03702262,0.06648444,0
4.29,0.003606338,0.04555345,0
4.3,0.02042396,0.02486602,0
4.31,-0.0105928,0.008096595,0
4.32,0.006169201,-0.01007153,0
4.33,-0.02441415,-0.02705107,0
4.34,-0.003487257,-0.03748532,0
4.35,-0.03388174,-0.04978655,0
4.36,-0.01402646,-0.06325147,0
4.37,-0.04051764,-0.069823,0
4.38,-0.01753181,-0.07347476,0
4.39,-0.04424129,-0.07846359,0
4.4,-0.024374,-0.08820429,0
4.41,-0.0554719,-0.1036751,0
4.42,-0.03453988,-0.1154613,0
4.43,-0.06072766,-0.1202921,0
4.44,-0.03918787,-0.1264285,0
4.45,-0.07055742,-0.140766,0
4.46,-0.05535737,-0.162936,0
4.47,-0.08223937,-0.1750159,0
4.48,-0.06004735,-0.1788059,0
4.49,-0.08746222,-0.1862473,0
4.5,-0.06993362,-0.200244,0
4.51,-0.09905293,-0.2148963,0
4.52,-0.0784004,-0.2241235,0
4.53,-0.1041105,-0.229477,0
4.54,-0.08402459,-0.2370661,0
4.55,-0.1117997,-0.2473517,0
4.56,-0.09048498,-0.2546905,0
4.57,-0.1145119,-0.2567646,0
4.58,-0.0899157,-0.2551244,0
4.59,-0.1132045,-0.2534921,0
4.6,-0.08979671,-0.2538379,0
4.61,-0.1121539,-0.2519717,0
4.62,-0.08586872,-0.2460471,0
4.63,-0.1047243,-0.2356393,0
4.64,-0.07771266,-0.2255152,0
4.65,-0.09831266,-0.2182038,0
4.66,-0.0713493,-0.2100353,0
4.67,-0.09006046,-0.1990045,0
4.68,-0.0598792,-0.1835646,0
4.69,-0.07787328,-0.1683993,0
4.7,-0.04967076,-0.1564403,0
4.71,-0.06718368,-0.1426106,0
4.72,-0.03625947,-0.1248684,0
4.73,-0.05342047,-0.1078438,0
4.74,-0.02314898,-0.09166782,0
4.75,-0.03962766,-0.07407178,0
4.76,-0.007943358,-0.05459443,0
4.77,-0.02324111,-0.03377597,0
4.78,0.008237956,-0.0137466,0
4.79,-0.008514557,0.004121201,0
4.8,0.02160259,0.02043966,0
4.81,0.003954307,0.03578161,0
4.82,0.0356613,0.0540988,0
4.83,0.01758499,0.07071088,0
4.84,0.04613164,0.0826241,0
4.85,0.02120148,0.0846805,0
4.86,0.0491832,0.08908096,0
4.87,0.02917994,0.1009116,0
4.88,0.05578314,0.1079679,0
4.89,0.02749259,0.1028036,0
4.9,0.05149365,0.09737587,0
4.91,0.0297087,0.1028786,0
4.92,0.05910078,0.1137229,0
4.93,0.04142056,0.1296279,0
4.94,0.06517394,0.1344482,0
4.95,0.04099664,0.1321349,0
4.96,0.06767507,0.1370745,0
4.97,0.05184767,0.1535131,0
4.98,0.08077002,0.1698585,0
4.99,0.06036099,0.1785989,0
5,0.08451428,0.1819258,0
5.01,0.06469242,0.1880359,0
5.02,0.09146114,0.1975773,0
5.03,0.07068992,0.2043926,0
5.04,0.09267777,0.2041486,0
5.05,0.06916745,0.2016925,0
5.06,0.09195249,0.2013024,0
5.07,0.06969698,0.202315,0
5.08,0.09161832,0.2014205,0
5.09,0.0660859,0.1957002,0
5.1,0.08491129,0.1864286,0
5.11,0.0593164,0.1782366,0
5.12,0.07947423,0.1719055,0
5.13,0.05334232,0.1640591,0
5.14,0.06985198,0.1506375,0
5.15,0.04196532,0.1361497,0
5.16,0.06093162,0.1261117,0
5.17,0.0352536,0.1182715,0
5.18,0.05223965,0.1063982,0
5.19,0.02514137,0.09350228,0
5.2,0.04344713,0.08314674,0
5.21,0.01659349,0.07235213,0
5.22,0.03358306,0.05951021,0
5.23,0.005453199,0.04522369,0
5.24,0.02256989,0.03163058,0
5.25,-0.004741665,0.01917018,0
5.26,0.0131195,0.007573007,0
5.27,-0.01402724,-0.004037218,0
5.28,0.004775686,-0.01407351,0
5.29,-0.0219344,-0.02390669,0
5.3,-0.002359723,-0.03252131,0
5.31,-0.02980457,-0.04276671,0
5.32,-0.01009095,-0.05223696,0
5.33,-0.03363262,-0.0554603,0
5.34,-0.01051977,-0.05510055,0
5.35,-0.03534562,-0.05807547,0
5.36,-0.01614742,-0.06646325,0
5.37,-0.03800659,-0.06810226,0
5.38,-0.0115595,-0.05990938,0
5.39,-0.03473831,-0.05719321,0
5.4,-0.01449241,-0.06298678,0
5.41,-0.03718318,-0.06513038,0
5.42,-0.0122043,-0.06060233,0
5.43,-0.03345056,-0.05589065,0
5.44,-0.01669382,-0.06494375,0
5.45,-0.04411921,-0.07970714,0
5.46,-0.02358539,-0.08627195,0
5.47,-0.04492269,-0.08542281,0
5.48,-0.02583844,-0.08946095,0
5.49,-0.0523443,-0.1004843,0
5.5,-0.03287352,-0.1085349,0
5.51,-0.05585845,-0.1117083,0
5.52,-0.03631749,-0.1163905,0
5.53,-0.06043796,-0.1224623,0
5.54,-0.03917219,-0.1251962,0
5.55,-0.0619703,-0.1268388,0
5.56,-0.04081943,-0.1290366,0
5.57,-0.06404414,-0.1317604,0
5.58,-0.0420134,-0.1328424,0
5.59,-0.06171259,-0.1285958,0
5.6,-0.03726901,-0.1221041,0
5.61,-0.05770538,-0.1175893,0
5.62,-0.03438132,-0.1142814,0
5.63,-0.05428025,-0.1096755,0
5.64,-0.02834674,-0.1011532,0
5.65,-0.04681463,-0.09155122,0
5.66,-0.02158832,-0.08348785,0
5.67,-0.0413072,-0.07699658,0
5.68,-0.01601705,-0.06987488,0
5.69,-0.03486579,-0.06151311,0
5.7,-0.009348266,-0.05318573,0
5.71,-0.02822303,-0.04489025,0
5.72,-0.002204052,-0.03574839,0
5.73,-0.02068903,-0.026239,0
5.74,0.005266079,-0.01695858,0
5.75,-0.01317179,-0.007523319,0
5.76,0.01305154,0.002307368,0
5.77,-0.005561861,0.01171368,0
5.78,0.02056119,0.02109432,0
5.79,0.002176447,0.03086462,0
5.8,0.02933176,0.04222548,0
5.81,0.01033939,0.05204343,0
5.82,0.03597172,0.05983737,0
5.83,0.01590138,0.06650937,0
5.84,0.04106811,0.07277935,0
5.85,0.01930305,0.07635881,0
5.86,0.04247389,0.07750863,0
5.87,0.02223401,0.08201028,0
5.88,0.04673491,0.08761143,0
5.89,0.02387613,0.08848125,0
5.9,0.04569677,0.08646107,0
5.91,0.02158254,0.08331183,0
5.92,0.04328524,0.08034236,0
5.93,0.02092566,0.08023737,0
5.94,0.04167631,0.07759082,0
5.95,0.01689998,0.07176355,0
5.96,0.03416936,0.06119438,0
5.97,0.009459169,0.05231608,0
5.98,0.02835165,0.04557934,0
5.99,0.006597495,0.04305547,0
6,0.02660949,0.04099315,0
6.01,0.006426728,0.04139598,0
6.02,0.02970582,0.04642225,0
6.03,0.009907764,0.05054856,0
6.04,0.03190155,0.05283268,0
6.05,0.01231673,0.05608624,0
6.06,0.03395436,0.05842306,0
6.07,0.01295948,0.05871537,0
6.08,0.0344223,0.05939783,0
6.09,0.01351009,0.06008804,0
6.1,0.03428693,0.05963236,0
6.11,0.0129918,0.05892042,0
6.12,0.03374037,0.0582468,0
6.13,0.01184048,0.05655248,0
6.14,0.03217845,0.05451406,0
6.15,0.01031712,0.05265459,0
6.16,0.03025847,0.05007445,0
6.17,0.007870534,0.04685686,0
6.18,0.02782281,0.04386996,0
6.19,0.005362697,0.04068587,0
6.2,0.02476583,0.03665226,0
6.21,0.002184372,0.03269959,0
6.22,0.02176499,0.02901574,0
6.23,-0.001230055,0.02455298,0
6.24,0.01814167,0.0200017,0
6.25,-0.00470296,0.01573062,0
6.26,0.01437808,0.01088167,0
6.27,-0.008562511,0.006065401,0
6.28,0.01076223,0.001644393,0
6.29,-0.01208398,-0.002751051,0
6.3,0.007025836,-0.007513219,0
6.31,-0.01608226,-0.01258964,0
6.32,0.0031729,-0.01731906,0
6.33,-0.01999682,-0.02226684,0
6.34,-0.001340561,-0.02814001,0
6.35,-0.02357497,-0.03214588,0
6.36,-0.003088824,-0.03372436,0
6.37,-0.02419331,-0.03422877,0
6.38,-0.003990128,-0.03556281,0
6.39,-0.02567105,-0.03758102,0
6.4,-0.004838645,-0.03832248,0
6.41,-0.02612778,-0.03883655,0
6.42,-0.004667499,-0.03837994,0
6.43,-0.02498269,-0.03662366,0
6.44,-0.001629757,-0.03214619,0
6.45,-0.02240029,-0.02933468,0
6.46,-0.0007782327,-0.02885264,0
6.47,-0.0215206,-0.02754717,0
6.48,0.002844779,-0.02194397,0
6.49,-0.0181958,-0.01827038,0
6.5,0.003123917,-0.01902968,0
6.51,-0.01773468,-0.01800804,0
6.52,0.008332269,-0.009668,0
6.53,-0.01151838,-0.002087524,0
6.54,0.01006093,-0.001733248,0
6.55,-0.01187289,-0.002442186,0
6.56,0.01105829,-0.0005436004,0
6.57,-0.01100655,0.0002674451,0
6.58,0.00871262,-0.00391236,0
6.59,-0.01373051,-0.007059034,0
6.6,0.00776927,-0.007582391,0
6.61,-0.0141097,-0.008039928,0
6.62,0.006478722,-0.01003833,0
6.63,-0.01553931,-0.01175488,0
6.64,0.005654638,-0.01255617,0
6.65,-0.01631988,-0.01359001,0
6.66,0.004726594,-0.01479214,0
6.67,-0.01695182,-0.01544466,0
6.68,0.004255184,-0.01601284,0
6.69,-0.01736314,-0.01650898,0
6.7,0.004107601,-0.01658957,0
6.71,-0.01730828,-0.01647127,0
6.72,0.004108325,-0.0165095,0
6.73,-0.01711916,-0.01618155,0
6.74,0.004403825,-0.01579837,0
6.75,-0.01677423,-0.01535122,0
6.76,0.004963789,-0.014567,0
6.77,-0.0160448,-0.0136127,0
6.78,0.005746983,-0.01262547,0
6.79,-0.01508582,-0.01135624,0
6.8,0.006878261,-0.009893852,0
6.81,-0.01399244,-0.008559008,0
6.82,0.008092597,-0.006980064,0
6.83,-0.01278692,-0.005497178,0
6.84,0.009050305,-0.004395292,0
6.85,-0.01165841,-0.002881746,0
6.86,0.0106032,-0.0007981103,0
6.87,-0.01019715,0.0009427766,0
6.88,0.01197346,0.002646248,0
6.89,-0.008594419,0.004749648,0
6.9,0.01342303,0.006464474,0
6.91,-0.007453706,0.007794052,0
6.92,0.0147385,0.009543305,0
6.93,-0.005985058,0.01140797,0
6.94,0.01606789,0.01300207,0
6.95,-0.00471883,0.01458108,0
6.96,0.01728969,0.01609106,0
6.97,-0.003594488,0.01746164,0
6.98,0.01825008,0.01860543,0
6.99,-0.002803312,0.0195428,0
