t,u,theta,phi
2.36,-0.3490658,-0.2260359,-0.3838816
2.37,-0.3490658,-0.2233471,-0.3838816
2.38,-0.3490658,-0.2193258,-0.3838816
2.39,-0.3490658,-0.2139591,-0.3838816
2.4,-0.3490658,-0.2073035,-0.3838816
2.41,-0.3490658,-0.1993105,-0.3838816
2.42,-0.3490658,-0.190091,-0.3838816
2.43,-0.3490658,-0.1796028,-0.3838816
2.44,-0.3490658,-0.1681284,-0.3838816
2.45,-0.3490658,-0.1556394,-0.3838816
2.46,-0.3490658,-0.1421717,-0.3887436
2.47,-0.3490658,-0.1277721,-0.3838816
2.48,-0.3490658,-0.1127124,-0.3838816
2.49,-0.3490658,-0.09699567,-0.3838816
2.5,-0.3490658,-0.08060041,-0.3838816
2.51,-0.3490658,-0.06375463,-0.3838816
2.52,-0.3490658,-0.04655712,-0.3838816
2.53,-0.3490658,-0.02906529,-0.3838816
2.54,-0.3490658,-0.01144703,-0.3838816
2.55,-0.3490658,0.006187919,-0.3838816
2.56,-0.3490658,0.02374349,-0.3838816
2.57,-0.3490658,0.04119468,-0.3838816
2.58,-0.3490658,0.05840112,-0.3838816
2.59,-0.3490658,0.07517021,-0.3838816
2.6,-0.3490658,0.09152334,-0.3838816
2.61,-0.3490658,0.1071479,-0.3838816
2.62,-0.3490658,0.1221643,-0.3838816
2.63,-0.3490658,0.1363701,-0.3838816
2.64,-0.3490658,0.1496694,-0.3838816
2.65,-0.3490658,0.1620002,-0.3838816
2.66,-0.3490658,0.1733185,-0.3838816
2.67,-0.3490658,0.1835356,-0.3838816
2.68,-0.3490658,0.1924728,-0.3838816
2.69,-0.3490658,0.2003298,-0.3838816
2.7,-0.3490658,0.2068821,-0.3838816
2.71,-0.3490658,0.212102,-0.3838816
2.72,-0.3490658,0.2161868,-0.3838816
2.73,-0.3490658,0.218817,-0.3838816
2.74,-0.3490658,0.2200408,-0.3838816
2.75,-0.3490658,0.2199319,-0.3838816
2.76,-0.3490658,0.2185832,-0.3838816
2.77,-0.3490658,0.2159204,-0.3838816
2.78,-0.3490658,0.2119258,-0.3838816
2.79,-0.3490658,0.2066534,-0.3838816
2.8,-0.3490658,0.2001529,-0.3838816
2.81,-0.3490658,0.1924134,-0.3838816
2.82,-0.3490658,0.1834664,-0.3838816
2.83,-0.3490658,0.1734609,-0.3838816
2.84,-0.3490658,0.1625288,-0.3838816
2.85,-0.3490658,0.1506228,-0.3838816
2.86,-0.3490658,0.1378063,-0.379019
2.87,-0.3490658,0.1242155,-0.3838816
2.88,-0.3490658,0.1099082,-0.379019
2.89,-0.3490658,0.09502908,-0.3838816
2.9,-0.3490658,0.07956284,-0.3838816
2.91,-0.3490658,0.06366009,-0.3838816
2.92,-0.3490658,0.04747894,-0.3838816
2.93,-0.3490658,0.03105102,-0.3838816
2.94,-0.3490658,0.01455298,-0.3838816
2.95,-0.3490658,-0.001887594,-0.379019
2.96,-0.3490658,-0.01826553,-0.3838816
2.97,-0.3490658,-0.03444012,-0.3838816
2.98,-0.3490658,-0.05035192,-0.379019
2.99,-0.3490658,-0.06576596,-0.3838816
3,-0.3490658,-0.0807349,-0.3838816
3.01,-0.3490658,-0.09506929,-0.3838816
3.02,-0.3490658,-0.1087739,-0.379019
3.03,-0.3490658,-0.1217672,-0.3838816
3.04,-0.3490658,-0.133901,-0.3838816
3.05,-0.3490658,-0.1452293,-0.3838816
