t,u,theta,phi
3.87,-0.0001290206,-0.0003225515,-7.081032e-05
3.88,-0.0001614548,-0.0004036371,-7.081032e-05
3.89,-0.000165524,-0.0004138101,-7.081032e-05
3.9,-0.0001794138,-0.0004485344,-7.081032e-05
3.91,-0.0001635433,-0.0004088581,0.004791737
3.92,-0.0001816789,-0.0004541973,0.004791737
3.93,-0.0001516669,-0.0003791673,0.004791737
3.94,-0.0001443234,-0.0003608084,-7.081032e-05
3.95,-0.0001418205,-0.0003545513,-7.081032e-05
3.96,-0.0001371739,-0.0003429347,0.004791737
3.97,-0.0001428719,-0.0003571797,-7.081032e-05
3.98,-0.0001445614,-0.0003614034,0.004791737
3.99,-0.0001463173,-0.0003657933,0.004791737
4,-0.0001679589,-0.0004198973,0.004791737
4.01,-0.0001721279,-0.0004303198,-7.081032e-05
4.02,-0.0001751291,-0.0004378227,0.004791737
4.03,-0.0001542787,-0.0003856968,0.004791737
4.04,-0.0001457137,-0.0003642844,-7.081032e-05
4.05,-0.0001431603,-0.0003579009,-7.081032e-05
4.06,-0.0001142184,-0.000285546,-7.081032e-05
4.07,-8.701375e-05,-0.0002175344,-7.081032e-05
4.08,-0.0001130428,-0.0002826071,-7.081032e-05
4.09,-0.0001154672,-0.000288668,0.004791737
4.1,-0.0001042483,-0.0002606207,-7.081032e-05
4.11,-0.0001011645,-0.0002529112,-7.081032e-05
4.12,-0.0001238687,-0.0003096719,0.004791737
4.13,-0.0001418994,-0.0003547485,-7.081032e-05
4.14,-0.0001297157,-0.0003242891,0.004791737
4.15,-0.000166584,-0.0004164601,0.004791737
4.16,-0.0001231309,-0.0003078273,-7.081032e-05
4.17,-0.0001115045,-0.0002787611,-7.081032e-05
4.18,-0.0001031753,-0.0002579382,-7.081032e-05
4.19,-8.517327e-05,-0.0002129332,-7.081032e-05
4.2,-8.338902e-05,-0.0002084725,-7.081032e-05
4.21,-6.206416e-05,-0.0001551604,-7.081032e-05
4.22,-4.829894e-05,-0.0001207473,-7.081032e-05
4.23,-6.283716e-05,-0.0001570929,-7.081032e-05
4.24,-7.606595e-05,-0.0001901649,-7.081032e-05
4.25,-7.396643e-05,-0.0001849161,0.004791737
4.26,-7.769361e-05,-0.000194234,0.004791737
4.27,-9.535415e-05,-0.0002383854,-7.081032e-05
4.28,-7.188305e-05,-0.0001797076,0.004791737
4.29,-8.826365e-05,-0.0002206591,0.004791737
4.3,-8.255769e-05,-0.0002063942,0.004791737
4.31,-7.288736e-05,-0.0001822184,0.004791737
4.32,-6.793325e-05,-0.0001698331,0.004791737
4.33,-4.45008e-05,-0.000111252,-7.081032e-05
4.34,-4.335182e-05,-0.0001083795,-7.081032e-05
4.35,-2.771959e-05,-6.929899e-05,0.004791737
4.36,-2.428956e-05,-6.072389e-05,-7.081032e-05
4.37,-1.473753e-05,-3.684383e-05,-7.081032e-05
4.38,1.702824e-05,4.257059e-05,-7.081032e-05
4.39,7.624297e-06,1.906074e-05,-7.081032e-05
4.4,2.795565e-06,6.988912e-06,0.004791737
4.41,-5.899731e-06,-1.474933e-05,-7.081032e-05
4.42,-1.482724e-06,-3.706809e-06,-7.081032e-05
4.43,-2.100337e-05,-5.250842e-05,-7.081032e-05
4.44,-6.23605e-06,-1.559013e-05,-7.081032e-05
4.45,2.29977e-05,5.749424e-05,-7.081032e-05
4.46,-7.643876e-06,-1.910969e-05,-7.081032e-05
4.47,-3.256432e-05,-8.14108e-05,-7.081032e-05
4.48,-5.219812e-05,-0.0001304953,-7.081032e-05
4.49,-4.490612e-05,-0.0001122653,-7.081032e-05
4.5,-2.170696e-05,-5.426739e-05,-7.081032e-05
4.51,-3.666576e-05,-9.166439e-05,-7.081032e-05
4.52,-6.674191e-06,-1.668548e-05,-7.081032e-05
4.53,-3.13145e-06,-7.828625e-06,-7.081032e-05
4.54,-3.718241e-05,-9.295603e-05,0.004791737
4.55,-6.854702e-05,-0.0001713675,0.004791737
4.56,-7.260573e-05,-0.0001815143,-7.081032e-05
4.57,-6.783126e-05,-0.0001695782,-7.081032e-05
4.58,-4.535045e-05,-0.0001133761,-7.081032e-05
4.59,-8.266107e-05,-0.0002066527,0.004791737
4.6,-7.356581e-05,-0.0001839145,-7.081032e-05
4.61,-7.936251e-05,-0.0001984063,0.004791737
4.62,-9.182557e-05,-0.0002295639,-7.081032e-05
4.63,-7.699123e-05,-0.0001924781,-7.081032e-05
4.64,-6.159825e-05,-0.0001539956,0.004791737
4.65,-1.621433e-05,-4.053582e-05,-7.081032e-05
4.66,-4.361087e-05,-0.0001090272,0.004791737
4.67,-6.886205e-05,-0.0001721551,-7.081032e-05
4.68,-8.233968e-05,-0.0002058492,0.004791737
4.69,-2.281059e-05,-5.702647e-05,0.004791737
4.7,-1.157769e-05,-2.894421e-05,-7.081032e-05
4.71,-1.319135e-05,-3.297838e-05,-7.081032e-05
4.72,-3.760045e-05,-9.400112e-05,-7.081032e-05
4.73,-6.136168e-05,-0.0001534042,-7.081032e-05
4.74,-6.121398e-05,-0.0001530349,-7.081032e-05
4.75,-7.852801e-05,-0.00019632,0.004791737
4.76,-0.0001135676,-0.000283919,-7.081032e-05
4.77,-0.0001277616,-0.0003194041,0.004791737
4.78,-0.0001306228,-0.000326557,0.004791737
4.79,-0.0001295722,-0.0003239306,0.004791737
4.8,-0.000138408,-0.00034602,-7.081032e-05
4.81,-0.0001083434,-0.0002708585,-7.081032e-05
4.82,-0.0001149005,-0.0002872511,-7.081032e-05
4.83,-0.0001301599,-0.0003253999,0.004791737
4.84,-0.0001267171,-0.0003167928,-7.081032e-05
4.85,-8.862394e-05,-0.0002215598,-7.081032e-05
4.86,-8.008599e-05,-0.000200215,-7.081032e-05
4.87,-9.530488e-05,-0.0002382622,-7.081032e-05
