t,theta,theta_sim,theta_p,theta_p_sim,phi,phi_sim,phi_p,r_phi
1.13,9.251391e-05,-0.000683393,0.0007633865,-0.01173378,-0.0001997948,-0.0002830582,0.002906154,0
1.14,5.059499e-05,-0.0005083533,-0.0005689263,-0.009311375,-0.0001997948,-0.000252247,0.002290773,0
1.15,1.188009e-05,-0.0004110138,0.001296312,-0.0110459,-0.0001997948,-0.000206135,0.006122839,0
1.16,-2.790526e-05,-0.00038089,0.0002304651,-0.01149122,-0.0001997948,-0.0001348784,0.007931616,0
1.17,2.254893e-05,-0.0003889758,-0.0005689263,-0.01073473,-0.0001997948,-5.906296e-05,0.007941016,0
1.18,0.000109238,-0.0003831932,-0.0008353889,-0.009196959,0.004662514,7.106144e-06,0.006935391,0
1.19,0.0001262669,0.0008566913,-0.001101848,0.007876556,-0.0001997948,0.000301162,-0.002023481,0
1.2,6.389502e-05,0.0005581055,0.0007633865,0.004789162,0.004662514,0.0002540644,-0.001558153,0
1.21,0.0001003353,0.001543806,0.0007633865,0.02069717,-0.005062103,0.0004383706,-0.01245747,0
1.22,9.273502e-05,-0.0001138502,0.0004969276,0.0001594499,-0.0001997948,3.668081e-05,-0.00406066,0
1.23,0.0001208206,-8.340341e-05,-0.0008353889,0.002780436,-0.0001997948,-3.488607e-05,-0.007320795,0
1.24,0.000128443,-3.933877e-05,0.001296312,-1.564738e-05,-0.0001997948,-9.954028e-05,-0.003811376,0
1.25,0.0001850969,-1.907229e-05,-0.0003024638,-0.002481435,-0.0001997948,-0.0001270211,-0.00064485,0
1.26,0.0002080269,1.333265e-07,-0.001101848,-0.003952444,-0.0001997948,-0.0001268064,0.001439587,0
1.27,0.0002081979,9.621004e-06,-3.599748e-05,-0.004675751,-0.0001997948,-0.0001104886,0.002609414,0
1.28,0.0002345619,7.5686e-06,0.00182924,-0.004890217,-0.0001997948,-8.696631e-05,0.003096512,0
1.29,0.000215501,9.409074e-06,-0.001101848,-0.00473458,-0.0001997948,-6.22783e-05,0.003135575,0
1.3,0.0002582772,7.209892e-07,0.0002304651,-0.004455444,0.004662514,-3.996412e-05,0.002921765,0
1.31,0.0003161542,0.001212673,0.0002304651,0.01116472,-0.0001997948,0.0002223135,-0.004944361,0
1.32,0.0002991239,0.000902669,0.001029849,0.006751897,0.004662514,0.0001567037,-0.00329988,0
1.33,0.0002557444,0.001887988,0.0007633865,0.02152939,-0.0001997948,0.0003350683,-0.013084,0
1.34,0.0002622344,0.001398316,0.0007633865,0.01509491,-0.0001997948,0.0001820508,-0.0112868,0
1.35,0.0002912992,0.001063959,-0.001901239,0.01202401,-0.0001997948,4.363491e-05,-0.01185163,0
1.36,0.0003132635,0.0008471793,-3.599748e-05,0.007847729,-0.0001997948,-7.831912e-05,-0.00973348,0
1.37,0.000345272,0.0006944903,0.0002304651,0.003223837,-0.0001997948,-0.0001640291,-0.00610947,0
1.38,0.0003144636,0.0005791931,-0.0003024638,-0.001009711,-0.0001997948,-0.0002071377,-0.002245702,0
1.39,0.0002783555,0.0004633525,0.001562778,-0.004528434,-0.0001997948,-0.0002115448,0.001128715,0
1.4,0.000198604,0.0003445392,-0.0005689263,-0.007157539,-0.0001997948,-0.0001860821,0.003695833,0
1.41,0.000214877,0.0002105868,0.0007633865,-0.009000691,-0.0001997948,-0.0001407337,0.005428149,0
1.42,0.0001773259,0.0001026099,-0.0005689263,-0.009982963,-0.0001997948,-8.455287e-05,0.006417289,0
1.43,8.43794e-05,-1.638173e-06,-0.0005689263,-0.0104041,-0.0001997948,-2.480588e-05,0.006819706,0
1.44,9.049816e-05,-0.0001182322,0.001029849,-0.0104585,-0.0001997948,3.296217e-05,0.006739856,0
1.45,7.543127e-05,-0.0002051637,-0.0003024638,-0.01007536,-0.0001997948,8.480734e-05,0.006326104,0
1.46,3.612143e-05,-0.0002748979,0.0004969276,-0.009471601,-0.0001997948,0.0001285218,0.005730256,0
1.47,9.290895e-05,-0.000337844,-0.0005689263,-0.008756649,-0.0001997948,0.000163042,0.005007202,0
1.48,0.0001201308,-0.000360158,0.001562778,-0.007825475,-0.0001997948,0.0001879737,0.00422275,0
1.49,7.721974e-05,-0.0003619943,-0.0005689263,-0.006856216,0.004662514,0.0002036121,0.003443908,0
1.5,4.111681e-05,0.0008328247,-0.0008353889,0.009196478,-0.0001997948,0.0004546444,-0.004852304,0
1.51,8.430441e-06,0.0004860181,0.0002304651,0.005067742,-0.0001997948,0.0003744636,-0.003574852,0
1.52,-6.35438e-05,0.0002430251,-0.0005689263,0.004944245,-0.0001997948,0.0002918445,-0.006106661,0
1.53,-4.677299e-05,6.937492e-05,-0.0008353889,0.003656441,-0.0001997948,0.0001999071,-0.006489974,0
1.54,1.198651e-05,-3.557724e-05,0.0002304651,0.001670697,-0.0001997948,0.0001178302,-0.005280797,0
1.55,-8.785541e-06,-8.673368e-05,-0.0003024638,-0.0003615309,-0.0001997948,5.617568e-05,-0.003402304,0
1.56,2.517262e-05,-0.0001328433,-0.0005689263,-0.002191644,-0.0001997948,1.700384e-05,-0.001515356,0
1.57,-3.874727e-05,-0.0001586375,-0.00136831,-0.003492151,-0.0001997948,-2.793008e-06,2.095514e-05,0
1.58,-3.091364e-05,-0.0002039343,-0.0008353889,-0.004437014,0.004662514,-8.323504e-06,0.001118583,0
1.59,-5.310653e-05,0.000967867,-0.0005689263,0.01030275,-0.0001997948,0.0002392238,-0.005753865,0
1.6,-7.233458e-05,0.0006001297,0.0004969276,0.005261648,-0.0001997948,0.0001680386,-0.003434813,0
1.61,4.397381e-05,0.0003384366,0.0002304651,0.004596764,-0.0001997948,0.000102324,-0.005309185,0
1.62,7.635979e-05,0.0002094031,-0.0005689263,0.003350772,0.004662514,3.12209e-05,-0.005355151,0
1.63,5.884006e-05,0.001340215,0.0002304651,0.01667818,-0.0001997948,0.0002149712,-0.01157248,0
1.64,-1.491244e-06,0.0009452839,0.0007633865,0.009826087,-0.0001997948,9.431186e-05,-0.007828805,0
1.65,3.484338e-05,0.0006446179,-0.0003024638,0.007295049,0.004662514,-2.71986e-06,-0.008091015,0
1.66,9.399212e-05,0.001656772,0.0004969276,0.01949442,-0.0001997948,0.0001563311,-0.01416477,0
1.67,3.84538e-05,0.001202666,-0.0003024638,0.01140422,-0.0001997948,1.743127e-05,-0.009594072,0
1.68,6.077678e-06,0.0008559726,-0.0005689263,0.007614383,0.004662514,-8.717278e-05,-0.008778985,0
1.69,-1.199849e-05,0.001804017,-3.599748e-05,0.01864823,-0.0001997948,7.503615e-05,-0.01387378,0
1.7,-2.435352e-05,0.001269966,0.0004969276,0.009593988,-0.0001997948,-5.224359e-05,-0.008547693,0
1.71,1.800352e-05,0.000874515,-0.0005689263,0.005254407,-0.0001997948,-0.0001394812,-0.007196866,0
1.72,9.441333e-05,0.0006028029,-0.001101848,0.0009119215,-0.0001997948,-0.00020066,-0.004428581,0
1.73,0.0001417837,0.0004203644,-0.00136831,-0.003089791,-0.0001997948,-0.0002270447,-0.0009988531,0
1.74,0.0001471758,0.0002851347,-0.00136831,-0.006300169,-0.0001997948,-0.0002189619,0.002150861,0
1.75,7.942863e-05,0.0001679606,-0.0005689263,-0.008557552,-0.0001997948,-0.0001838433,0.004521723,0
1.76,0.0001157199,4.089426e-05,-3.599748e-05,-0.009981031,-0.0001997948,-0.0001317072,0.005993552,0
1.77,0.0001076732,-5.286089e-05,0.0004969276,-0.01049391,-0.0001997948,-7.205393e-05,0.00666359,0
1.78,0.0002105771,-0.0001337254,0.0002304651,-0.01042762,-0.0001997948,-1.230893e-05,0.006733185,0
1.79,0.0002320726,-0.0001626939,0.0004969276,-0.009744562,-0.0001997948,4.221719e-05,0.006339104,0
1.8,0.0002205126,-0.0001791825,0.0004969276,-0.008825105,-0.0001997948,8.805243e-05,0.005648104,0
1.81,0.0001934045,-0.0001948603,-0.0003024638,-0.007812003,-0.0001997948,0.0001232103,0.004752506,0
1.82,0.0003181048,-0.0002124667,-0.0005689263,-0.006829836,-0.0001997948,0.0001470123,0.003795504,0
1.83,0.0003340621,-0.0001770407,-0.0005689263,-0.005701942,0.004662514,0.0001601349,0.002897246,0
1.84,0.0003517664,0.001064041,0.0004969276,0.01042373,-0.0001997948,0.0004082548,-0.005393391,0
1.85,0.0003118752,0.0007671841,0.001296312,0.006318048,-0.0001997948,0.0003256365,-0.004062813,0
1.86,0.0003140929,0.0005549747,0.0004969276,0.006077012,-0.0001997948,0.000241387,-0.006516303,0
1.87,0.0003214097,0.0004261009,0.001029849,0.004708451,-0.0001997948,0.0001488226,-0.006797809,0
1.88,0.0003528011,0.0003461867,0.001029849,0.002483967,-0.005062103,6.745351e-05,-0.005433821,0
1.89,0.0002842755,-0.0009056213,-0.0008353889,-0.01509363,-0.0001997948,-0.0002359666,0.004142224,0
1.9,0.0002308669,-0.0006351347,-0.0003024638,-0.01249855,-0.0001997948,-0.0001918101,0.004234325,0
1.91,0.0003166358,-0.0004774745,0.0004969276,-0.01364039,-0.0001997948,-0.0001304093,0.007938542,0
1.92,0.0003434054,-0.0003611291,-0.0003024638,-0.01313471,-0.0001997948,-4.811235e-05,0.009223259,0
1.93,0.0003210774,-0.0002827873,-0.001101848,-0.0114669,-0.0001997948,3.23791e-05,0.008619841,0
1.94,0.0002288105,-0.0002378247,-3.599748e-05,-0.009360075,-0.0001997948,9.689353e-05,0.007018118,0
1.95,0.0002180211,-0.0002333743,-0.001101848,-0.007379573,-0.0001997948,0.0001399085,0.005097386,0
1.96,0.0002882464,-0.0002251393,-0.0003024638,-0.005610615,-0.0001997948,0.0001617369,0.003288744,0
1.97,0.0002808233,-0.000184538,-0.0005689263,-0.004084751,-0.0001997948,0.0001660041,0.00183365,0
1.98,0.0002597073,-0.0001479746,0.0004969276,-0.002993188,-0.0001997948,0.0001574432,0.0007630764,0
1.99,0.000215321,-0.0001197326,-0.0003024638,-0.00226482,-0.0001997948,0.0001402878,6.017275e-06,0
2,0.0001751857,-0.0001064079,-0.0008353889,-0.001879395,-0.0001997948,0.0001180469,-0.0004637178,0
2.01,0.0001090114,-0.000103394,-0.0003024638,-0.00175326,-0.0001997948,9.369673e-05,-0.0006847132,0
2.02,0.0001364193,-0.0001179879,-3.599748e-05,-0.001863293,-0.0001997948,6.961703e-05,-0.0007023904,0
2.03,0.0002004002,-0.0001139476,0.0004969276,-0.001965277,0.004662514,4.750833e-05,-0.0005783738,0
2.04,0.0001500028,0.001119548,-0.001101848,0.01318463,-0.0001997948,0.0002725052,-0.007885124,0
2.05,8.104063e-05,0.0007903961,0.001029849,0.008130098,-0.0001997948,0.0001775166,-0.005659339,0
2.06,0.0001495411,0.0005413815,0.0007633865,0.00715199,-0.0001997948,8.958332e-05,-0.007411164,0
2.07,9.528711e-05,0.0004056063,-0.0008353889,0.005390618,-0.0001997948,-3.208715e-07,-0.007164365,0
2.08,0.000134195,0.0002960777,-0.0005689263,0.002822821,-0.0001997948,-7.477019e-05,-0.005440741,0
2.09,8.907926e-05,0.0002281562,-0.002434161,0.0003187864,-0.0001997948,-0.0001250036,-0.003223493,0
2.1,-4.144236e-05,0.0001555514,-0.0005689263,-0.001942232,-0.0001997948,-0.0001504188,-0.00107311,0
2.11,-4.222245e-05,4.829717e-05,0.0007633865,-0.003868698,-0.0001997948,-0.0001548633,0.0006803647,0
2.12,-5.883067e-05,-3.813807e-05,-3.599748e-05,-0.005147437,0.004662514,-0.0001439509,0.001958825,0
2.13,-2.124323e-05,0.001090987,0.0004969276,0.009261651,0.004662514,0.0001210268,-0.004707026,0
2.14,-4.400495e-05,0.001913744,0.0002304651,0.01930597,-0.0001997948,0.0003120086,-0.009781636,0
2.15,-2.334773e-05,0.001301769,0.001296312,0.01369106,-0.0001997948,0.0001850206,-0.009595845,0
2.16,-3.239426e-05,0.0008938391,-3.599748e-05,0.0115455,-0.0001997948,5.58529e-05,-0.01160055,0
2.17,-2.276975e-05,0.0006203548,0.001029849,0.007864395,-0.0001997948,-6.854963e-05,-0.01029508,0
2.18,-0.0001041012,0.0004302781,-0.0008353889,0.003513265,-0.0001997948,-0.0001625831,-0.007076484,0
2.19,-0.0001184894,0.0002552648,-0.0008353889,-0.0007240417,-0.0001997948,-0.0002163799,-0.003386066,0
2.2,-0.0001001197,0.0001082725,-0.0008353889,-0.004147741,-0.0001997948,-0.0002320569,-8.332064e-05,0
2.21,-0.0002012497,-8.687071e-06,0.0002304651,-0.006559663,-0.0001997948,-0.0002175529,0.002483124,0
2.22,-0.000186879,-0.0001438934,0.00182924,-0.00818714,-0.0001997948,-0.0001826494,0.004191895,0
2.23,-0.0001914172,-0.000248321,0.0007633865,-0.008870426,-0.0001997948,-0.00013696,0.005077076,0
2.24,-0.0001335694,-0.0003331358,0.0004969276,-0.008890159,-0.0001997948,-8.838226e-05,0.005328089,0
2.25,-0.0001847853,-0.0003782094,-0.0005689263,-0.008300432,0.004662514,-4.278485e-05,0.00507089,0
2.26,-0.000169528,0.000776066,-0.00136831,0.007697913,-0.0001997948,0.0002397925,-0.003065686,0
2.27,-0.0001983801,0.0004135983,-3.599748e-05,0.00386103,-0.0001997948,0.0001894425,-0.001909921,0
2.28,-0.0001667618,0.0001582184,-0.00136831,0.004158992,-0.005062103,0.0001327566,-0.004742037,0
2.29,-0.0001906453,-0.001194149,0.0004969276,-0.01165124,0.004662514,-0.0001824965,0.001976019,0
2.3,-0.0002079325,0.0002452822,-0.0005689263,0.006987188,-0.005062103,7.381677e-05,-0.006809008,0
2.31,-0.0001717571,-0.001135277,0.001562778,-0.0139703,-0.0001997948,-0.0002267407,0.006020492,0
2.32,-0.0002275389,-0.0009218665,-0.0003024638,-0.009469641,-0.0001997948,-0.0001781643,0.0034609,0
2.33,-0.0002499716,-0.0007868115,0.001296312,-0.009115246,-0.0001997948,-0.0001358876,0.005144798,0
2.34,0.01675125,-0.0007069415,0.00875726,-0.007988569,0.004662514,-8.687379e-05,0.005361344,0
2.35,0.03566774,0.006420098,1.152947,0.0369,0.009524822,0.0001991655,-0.003162492,0
2.36,0.04498985,0.01917137,3.470105,0.1098951,0.004662514,0.0006347669,-0.01774586,0
2.37,0.0939632,0.03015298,4.603103,0.1590216,-0.0001997948,0.0006155494,-0.03226886,0
2.38,0.1499479,0.05355085,3.845284,0.257879,-0.0001997948,0.000145329,-0.05119618,0
2.39,0.1758001,0.08921099,3.155413,0.3939321,0.004662514,-0.0004741897,-0.06763499,0
2.4,0.1739318,0.1241117,3.551642,0.5110211,-0.0001997948,-0.001001515,-0.09604029,0
2.41,0.2340603,0.1463351,3.765345,0.5354332,-0.0001997948,-0.002052986,-0.1218982,0
2.42,0.2782841,0.1820145,3.230022,0.6003074,-0.0001997948,-0.003239686,-0.1357874,0
2.43,0.2971766,0.2212761,2.951036,0.6228815,0.004662514,-0.004264376,-0.1053482,0
2.44,0.3206177,0.254972,2.988607,0.5872791,-0.0001997948,-0.004567242,-0.06090438,0
