t,theta,theta_sim,theta_p,theta_p_sim,phi,phi_sim,phi_p,r_phi
2.24,6.211631e-06,-1.80083e-05,0.001590792,0.0009298436,-8.535385e-05,-0.0001435996,-0.001554164,0
2.25,-5.577154e-05,1.420995e-05,-7.979572e-06,0.001153791,-8.535385e-05,-0.0001562223,-0.001640634,0
2.26,-3.551481e-05,1.883349e-05,0.0007914044,0.001171905,-8.535385e-05,-0.0001686295,-0.001661121,0
2.27,5.996745e-05,3.18167e-05,-0.0005409047,0.0011991,-8.535385e-05,-0.0001802813,-0.001636529,0
2.28,7.290312e-05,7.611747e-05,-0.002939068,0.001340017,-8.535385e-05,-0.0001907808,-0.001568935,0
2.29,-1.143788e-06,0.0001133082,-0.001873218,0.001403996,-8.535385e-05,-0.0001998805,-0.001480582,0
2.3,4.517228e-05,0.0001148325,-0.001340296,0.001278645,-8.535385e-05,-0.0002075583,-0.001391415,0
2.31,3.32369e-06,0.0001323573,0.0005249418,0.001233051,-8.535385e-05,-0.0002138432,-0.00129267,0
2.32,-2.397427e-05,0.0001303041,0.001057871,0.001073544,-8.535385e-05,-0.0002186565,-0.001172053,0
2.33,-9.598694e-05,0.0001190953,0.0005249418,0.0008817331,-8.535385e-05,-0.0002219651,-0.001048771,0
2.34,-7.772283e-05,8.580137e-05,0.002123717,0.0006016242,-8.535385e-05,-0.0002238252,-0.0009218773,0
2.35,-1.945225e-05,6.805649e-05,0.001324333,0.0004351504,-8.535385e-05,-0.0002243261,-0.0007991436,0
2.36,5.070717e-05,7.507957e-05,0.001057871,0.0004134374,-8.535385e-05,-0.0002236137,-0.0006853395,0
2.37,0.0001332498,0.0001035917,-7.979572e-06,0.0005131337,-8.535385e-05,-0.0002219527,-0.0006003631,0
2.38,9.226144e-05,0.0001514088,-0.001606755,0.0007105906,-8.535385e-05,-0.0002197328,-0.000552885,0
2.39,2.011706e-05,0.0001700061,-0.001606755,0.0007521895,-8.535385e-05,-0.0002173242,-0.0005355498,0
2.4,5.203871e-05,0.0001571343,-0.0002744421,0.0006402759,-8.535385e-05,-0.0002149559,-0.0005322308,0
2.41,8.366782e-05,0.0001579888,-0.001873218,0.0005914481,-8.535385e-05,-0.0002125992,-0.000511052,0
2.42,1.909814e-05,0.0001682765,0.0007914044,0.0005650355,-8.535385e-05,-0.0002100174,-0.0004611339,0
2.43,-4.401473e-05,0.0001517759,0.001590792,0.0003971995,-8.535385e-05,-0.0002070361,-0.0004016864,0
2.44,-5.66903e-05,0.0001168419,0.001590792,0.000158161,-8.535385e-05,-0.0002036297,-0.0003416386,0
2.45,-0.0001036148,8.644407e-05,0.001324333,-3.45353e-05,-8.535385e-05,-0.0001997763,-0.0002732035,0
2.46,-0.0001601128,4.756889e-05,0.001057871,-0.0002433819,-8.535385e-05,-0.0001954499,-0.0002025037,0
2.47,-0.0001363539,-3.356072e-07,-7.979572e-06,-0.0004514234,-8.535385e-05,-0.0001907475,-0.0001471041,0
2.48,-0.0002390487,-2.649358e-05,-0.0005409047,-0.000502575,-8.535385e-05,-0.0001858759,-0.0001130307,0
2.49,-0.0003095953,-8.055204e-05,-0.000807371,-0.0006505891,-8.535385e-05,-0.0001810833,-0.000104968,0
2.5,-0.0002569028,-0.0001426013,-0.000807371,-0.0007687713,-8.535385e-05,-0.0001766923,-0.0001355997,0
2.51,-0.0002376956,-0.0001670079,-0.001606755,-0.0006485119,-8.535385e-05,-0.0001729908,-0.0001902713,0
2.52,-0.0002007564,-0.0001758647,-0.0005409047,-0.0004277109,-8.535385e-05,-0.000170193,-0.0002715435,0
2.53,-0.000141252,-0.0001671728,0.001057871,-9.818879e-05,-8.535385e-05,-0.0001685972,-0.0003955573,0
2.54,-8.680945e-05,-0.0001379212,0.002390184,0.0003305139,0.004776955,-0.0001685073,-0.0005518786,0
2.55,-7.399567e-05,0.001109158,0.001590792,0.0159829,-8.535385e-05,7.400832e-05,-0.008248264,0
2.56,-7.765847e-05,0.0008114896,0.001590792,0.01146779,-8.535385e-05,-8.390765e-06,-0.006411869,0
2.57,0.03964841,0.0005996196,0.6408343,0.009469949,0.009639263,-7.829505e-05,-0.006626764,0
2.58,0.03954922,0.01656992,3.468801,0.1028652,0.004776955,0.0003464396,-0.02102111,0
2.59,0.07774343,0.02655452,4.740892,0.1397882,-0.004947662,0.0003818507,-0.02332176,0
2.6,0.1390288,0.04421574,3.76937,0.1906817,-0.004947662,-0.0001254857,-0.01620153,0
2.61,0.1729732,0.0774987,2.711781,0.3018957,0.004776955,-0.0005260219,-0.007980039,0
2.62,0.1761969,0.1145025,2.817566,0.4198833,0.004776955,-0.0003055199,-0.009640371,0
2.63,0.194074,0.1408264,3.576984,0.4513659,-8.535385e-05,-6.848099e-05,-0.002496529,0
2.64,0.2456362,0.1631499,3.375006,0.4261438,-8.535385e-05,5.160359e-05,0.02542348,0
2.65,0.2823482,0.1951153,2.624914,0.4173076,0.004776955,0.0005582885,0.07506356,0
2.66,0.2941134,0.2295092,2.409346,0.3916043,0.004776955,0.001900736,0.1407861,0
2.67,0.3106159,0.2553262,2.563095,0.2902999,0.004776955,0.003919871,0.2248732,0
2.68,0.3429137,0.2762771,2.267055,0.1418416,0.004776955,0.006746637,0.324712,0
2.69,0.3726709,0.2988253,1.619285,-0.02054461,0.009639263,0.01050737,0.4432782,0
2.7,0.3854185,0.3223895,1.043459,-0.188824,0.01450157,0.0155648,0.5702654,0
2.71,0.3920394,0.3403946,0.8742554,-0.3919442,0.0290885,0.02190451,0.701254,0
2.72,0.4045598,0.3544304,0.5590303,-0.5960916,0.03881359,0.02995988,0.8173801,0
2.73,0.4126817,0.3662689,-0.1159192,-0.8042526,0.0582633,0.03925834,0.9301306,0
2.74,0.4108726,0.3772422,-0.6872147,-0.9878079,0.07284975,0.05016369,1.021039,0
2.75,0.4032682,0.3828722,-0.9968441,-1.180888,0.08743715,0.06212832,1.099433,0
2.76,0.3827687,0.3826833,-1.082645,-1.38027,0.1117492,0.07494833,1.162141,0
2.77,0.3707848,0.3763877,-1.244921,-1.566259,0.1311984,0.08891185,1.195499,0
2.78,0.3586422,0.3676843,-1.642483,-1.732222,0.1457853,0.1034374,1.211561,0
2.79,0.3401846,0.3562266,-1.981156,-1.887578,0.1700974,0.1180632,1.215676,0
2.8,0.3127445,0.3433045,-2.155956,-2.003063,0.1944089,0.1331307,1.188777,0
2.81,0.2882818,0.3266092,-2.188198,-2.093708,0.2138586,0.1483196,1.133987,0
2.82,0.262825,0.3074979,-2.336351,-2.161545,0.228446,0.163098,1.058649,0
2.83,0.2359781,0.2855939,-2.479441,-2.216981,0.2478952,0.1770376,0.9698688,0
2.84,0.2040374,0.2629268,-2.598284,-2.238346,0.2673445,0.1902903,0.8589283,0
2.85,0.1690634,0.2385006,-2.561245,-2.233395,0.2867942,0.2026884,0.7285265,0
2.86,0.1347863,0.2123523,-2.368326,-2.201617,0.2916565,0.214086,0.5785617,0
2.87,0.101928,0.1822143,-2.09387,-2.18248,0.3013811,0.2236171,0.4323693,0
2.88,0.07619162,0.1515157,-1.840464,-2.14168,0.3062434,0.2316456,0.2772287,0
2.89,0.0575827,0.1222721,-1.729349,-2.080922,0.3111057,0.2379389,0.123264,0
2.9,0.03742371,0.09707035,-1.714961,-1.985599,0.3111057,0.2425904,-0.03333002,0
2.91,0.01270321,0.07351563,-1.568939,-1.877818,0.3111057,0.2454133,-0.1873585,0
2.92,-0.005839397,0.05004248,-1.360565,-1.762375,0.3062434,0.2465206,-0.3425826,0
2.93,-0.0200311,0.02803645,-1.202287,-1.641938,0.3013811,0.24576,-0.490779,0
2.94,-0.03311706,0.008991019,-1.10183,-1.50865,0.2916565,0.2433073,-0.6326677,0
2.95,-0.04590973,-0.008410696,-0.9539437,-1.379325,0.2867942,0.2390796,-0.7609298,0
2.96,-0.06173578,-0.02303492,-0.7194566,-1.236361,0.2770696,0.2335464,-0.8859222,0
2.97,-0.07517822,-0.03765674,-0.3802499,-1.105327,0.2576199,0.2265823,-0.9982867,0
2.98,-0.07834402,-0.05362861,-0.1401673,-1.007914,0.2430325,0.2178962,-1.085492,0
2.99,-0.07893513,-0.06563703,-0.08234489,-0.9026833,0.228446,0.208066,-1.158675,0
3,-0.08098053,-0.07382547,0.05141928,-0.7933272,0.204134,0.1973062,-1.216538,0
3.01,-0.0785642,-0.08215517,0.1433488,-0.7165639,0.1798224,0.1853175,-1.247664,0
3.02,-0.07216832,-0.08904181,0.1974407,-0.6572043,0.165235,0.1724071,-1.258272,0
3.03,-0.06099482,-0.09115703,0.09272096,-0.5795816,0.1457853,0.1593216,-1.26365,0
3.04,-0.05652844,-0.08950329,-0.04957,-0.5034086,0.1311984,0.1458912,-1.25406,0
3.05,-0.05332017,-0.08641444,-0.1750738,-0.4286925,0.1117492,0.1325068,-1.241501,0
3.06,-0.05559099,-0.08406135,-0.2025195,-0.3772394,0.08743715,0.1189593,-1.216924,0
3.07,-0.05276215,-0.0854749,-0.1822683,-0.3706816,0.07771206,0.105132,-1.173333,0
3.08,-0.05000452,-0.08435018,-0.3341519,-0.3453697,0.06312561,0.09196141,-1.133821,0
3.09,-0.04897757,-0.08279899,-0.4468656,-0.3290519,0.04853821,0.07915871,-1.084259,0
3.1,-0.04685324,-0.08172475,-0.5547829,-0.3220721,0.03395128,0.0667769,-1.029666,0
3.11,-0.05047043,-0.0807732,-0.677622,-0.3213968,0.01936388,0.0548362,-0.9711298,0
3.12,-0.0576536,-0.08205142,-0.6256619,-0.3367899,0.009639263,0.04334936,-0.9088353,0
3.13,-0.05904711,-0.08507707,-0.6096742,-0.3542835,-8.535385e-05,0.03256951,-0.8507208,0
3.14,-0.05800113,-0.08744515,-0.7796772,-0.3635382,-0.009809971,0.02242488,-0.7945936,0
3.15,-0.06654777,-0.08861118,-0.9451504,-0.3628121,-0.01953506,0.01285547,-0.7410229,0
3.16,-0.07636777,-0.09233582,-0.8782683,-0.3705176,-0.02439737,0.003794591,-0.6914258,0
3.17,-0.08088838,-0.0971676,-0.8468257,-0.3683173,-0.03412199,-0.004585496,-0.6537647,0
3.18,-0.08411494,-0.102178,-0.9464827,-0.36454,-0.0389843,-0.01266912,-0.6168444,0
3.19,-0.09347624,-0.1057027,-0.9829881,-0.3408145,-0.04384661,-0.0202448,-0.5896874,0
3.2,-0.1047865,-0.1103062,-0.8606818,-0.3132006,-0.04870892,-0.02742993,-0.5703478,0
3.21,-0.1120541,-0.1163405,-0.6954751,-0.2832509,-0.0535717,-0.03432544,-0.5587766,0
3.22,-0.1165227,-0.1219665,-0.6150034,-0.2431168,-0.06329584,-0.04101689,-0.5531952,0
3.23,-0.1174651,-0.1275189,-0.5990157,-0.2059658,-0.06815863,-0.04781255,-0.5446041,0
3.24,-0.1209484,-0.1305997,-0.6403173,-0.149422,-0.07302094,-0.05444091,-0.5422013,0
3.25,-0.1290055,-0.1328025,-0.528936,-0.08567026,-0.07302094,-0.06096081,-0.5435126,0
3.26,-0.1322073,-0.1347597,-0.3568012,-0.009219084,-0.08274555,-0.06717189,-0.5560921,0
3.27,-0.1297331,-0.1372532,-0.3280233,0.05349142,-0.08760834,-0.07367533,-0.5614437,0
3.28,-0.1302082,-0.1369919,-0.3898426,0.1304608,-0.08760834,-0.08014822,-0.5691407,0
3.29,-0.1381692,-0.1346266,-0.258743,0.222874,-0.09247017,-0.0863537,-0.5832524,0
3.3,-0.1434667,-0.1345951,0.001590792,0.296394,-0.1021953,-0.09260584,-0.5943632,0
3.31,-0.1402304,-0.136545,0.2078327,0.3464043,-0.1119199,-0.09912077,-0.5958605,0
3.32,-0.1345529,-0.1370174,0.2350119,0.3914776,-0.1216445,-0.1057833,-0.5871073,0
3.33,-0.1305482,-0.1357007,0.2781788,0.4322017,-0.1313691,-0.1124797,-0.5676299,0
3.34,-0.1283904,-0.133822,0.4090119,0.4635516,-0.1362319,-0.1191109,-0.5394689,0
3.35,-0.1226337,-0.1311124,0.5158634,0.4976572,-0.1410942,-0.1253582,-0.5117425,0
3.36,-0.1164379,-0.1266911,0.5870088,0.5365639,-0.1459565,-0.1312401,-0.4829207,0
3.37,-0.1096917,-0.1210415,0.6781391,0.5766058,-0.1508188,-0.1367683,-0.4532331,0
3.38,-0.09827555,-0.1144748,0.6997225,0.6153509,-0.1605434,-0.1419554,-0.4228065,0
3.39,-0.08672698,-0.1070024,0.6176521,0.641971,-0.1605434,-0.1470543,-0.3833873,0
3.4,-0.078541,-0.09662303,0.5619614,0.6856971,-0.1605434,-0.1514965,-0.3509642,0
3.41,-0.07285067,-0.08551617,0.5800809,0.7292598,-0.1702685,-0.1553659,-0.3207827,0
3.42,-0.06564779,-0.0773472,0.6291099,0.7351702,-0.1702685,-0.1592045,-0.2774144,0
3.43,-0.05741069,-0.06853732,0.632041,0.7448155,-0.1751304,-0.1624047,-0.2380234,0
3.44,-0.04946332,-0.06030075,0.60726,0.7369742,-0.1751304,-0.1652553,-0.1888614,0
3.45,-0.04496345,-0.05158164,0.6357715,0.7292275,-0.1751304,-0.1674482,-0.1400516,0
3.46,-0.03861742,-0.0439018,0.7125127,0.7123268,-0.1799927,-0.1690171,-0.09001683,0
3.47,-0.02845637,-0.03770648,0.6895969,0.6759188,-0.1799927,-0.1702341,-0.0319379,0
3.48,-0.02051324,-0.03023013,0.6187179,0.6457968,-0.1799927,-0.1708047,0.02477324,0
3.49,-0.01674826,-0.02278434,0.6339063,0.6127689,-0.1799927,-0.1707713,0.08186471,0
3.5,-0.01046385,-0.01696882,0.7085158,0.5700545,-0.1799927,-0.1701725,0.1379793,0
3.51,-0.00183696,-0.01157987,0.6970579,0.5244996,-0.1799927,-0.1690513,0.1930754,0
3.52,0.003649492,-0.005818093,0.6736091,0.4793946,-0.1799927,-0.167445,0.2478338,0
3.53,0.009794063,-0.001008136,0.7090487,0.4280515,-0.1799927,-0.1653865,0.302001,0
3.54,0.01958889,0.00323881,0.6762738,0.3732363,-0.1751304,-0.1629104,0.3551533,0
3.55,0.02789318,0.009445954,0.5648925,0.3363264,-0.1751304,-0.1598052,0.4001447,0
3.56,0.03400442,0.01523101,0.4756276,0.2923504,-0.1702685,-0.1564232,0.4465043,0
3.57,0.04057865,0.02106236,0.3951559,0.2554284,-0.1654058,-0.1525358,0.4841967,0
3.58,0.04681792,0.02701938,0.2571283,0.222653,-0.1605434,-0.1482429,0.5163873,0
3.59,0.05078079,0.03288225,0.1153703,0.1915818,-0.1556811,-0.143618,0.5440921,0
3.6,0.05043346,0.03783165,0.02503949,0.1573161,-0.1459565,-0.1387207,0.5682338,0
3.61,0.05220736,0.04180164,-0.01519634,0.128733,-0.1362319,-0.1333533,0.5822983,0
3.62,0.05421281,0.0457957,-0.1433648,0.108095,-0.1313691,-0.1276281,0.5893697,0
3.63,0.05416473,0.04867071,-0.2520815,0.07917177,-0.1167822,-0.121876,0.5977699,0
3.64,0.05519321,0.05243552,-0.379717,0.07292983,-0.09733248,-0.1156064,0.590699,0
3.65,0.05179375,0.05843968,-0.5065532,0.09942747,-0.08760834,-0.1087362,0.5652801,0
3.66,0.03935369,0.06214048,-0.4942958,0.1129254,-0.07302094,-0.1019615,0.5386806,0
3.67,0.03314633,0.0623328,-0.3421458,0.1218809,-0.06329584,-0.09506139,0.5001521,0
3.68,0.03607173,0.0610867,-0.3959712,0.1249305,-0.04870892,-0.08838054,0.4622489,0
3.69,0.02774021,0.06325167,-0.6011473,0.1558103,-0.0389843,-0.08165511,0.417581,0
3.7,0.0086871,0.06281337,-0.3605317,0.1717287,-0.02439737,-0.07519191,0.3751509,0
3.71,0.0003351886,0.05811478,0.06420948,0.1800464,-0.01953506,-0.06873019,0.3233994,0
3.72,0.008814718,0.05183099,0.08499355,0.1747502,-0.009809971,-0.06283332,0.280849,0
3.73,0.01016274,0.05153827,-0.1444306,0.2057948,-8.535385e-05,-0.05714779,0.2369446,0
3.74,-0.004943178,0.05310493,-0.01173233,0.248116,0.004776955,-0.05167467,0.1917233,0
3.75,-0.01459462,0.04918341,0.5068036,0.2589315,0.009639263,-0.04667965,0.1487298,0
3.76,0.0002378449,0.0433719,0.6842676,0.2617532,0.009639263,-0.04211956,0.1066058,0
3.77,0.01347061,0.0435812,0.3695755,0.2839701,0.01450157,-0.03818723,0.07615058,0
3.78,0.01073103,0.04872563,0.2086321,0.3279845,0.01450157,-0.03450008,0.04693502,0
3.79,0.003031882,0.05065843,0.5094683,0.3434095,0.01450157,-0.03128695,0.02428641,0
3.8,0.01068435,0.04862577,0.7575449,0.3325427,0.01450157,-0.0284679,0.005602725,0
3.81,0.02510223,0.04912161,0.6139216,0.3276193,0.01936388,-0.02596238,-0.005719557,0
3.82,0.02998377,0.0549349,0.3701084,0.3489124,0.02422667,-0.02342873,-0.01616364,0
3.83,0.02524309,0.06118533,0.4503136,0.3695874,0.02422667,-0.0208662,-0.02696048,0
3.84,0.02708469,0.06319314,0.6733427,0.3595766,0.02422667,-0.01853651,-0.03295371,0
3.85,0.03998759,0.06445622,0.6093917,0.3400774,0.02422667,-0.01637927,-0.03440797,0
3.86,0.04919003,0.06898531,0.3735724,0.3291717,0.02422667,-0.01432537,-0.02873782,0
3.87,0.04870334,0.07448203,0.2795112,0.314462,0.0290885,-0.01230308,-0.01704207,0
3.88,0.04664863,0.07845243,0.4047485,0.2953582,0.0290885,-0.01002021,-0.009544671,0
3.89,0.05458509,0.07956831,0.4162064,0.2557189,0.03395128,-0.007769343,0.002957348,0
3.9,0.06404233,0.08328176,0.1859828,0.2345643,0.03395128,-0.005259654,0.01192088,0
3.91,0.06427123,0.08812088,-7.979572e-06,0.2108511,0.03395128,-0.002773728,0.02718767,0
3.92,0.05980076,0.09050802,0.01837793,0.1704185,0.03881359,-0.0002690827,0.04453194,0
3.93,0.05958132,0.09071016,0.06341009,0.1266737,0.0436759,0.002516061,0.05603952,0
3.94,0.06257449,0.09084025,-0.02319022,0.08839227,0.04853821,0.005523608,0.0649248,0
3.95,0.06443311,0.09203282,-0.2041182,0.06054394,0.0582633,0.008714326,0.07119857,0
3.96,0.05994644,0.09479748,-0.3149666,0.05471721,0.0582633,0.01228863,0.06603516,0
3.97,0.05062366,0.09411186,-0.2507492,0.02488608,0.06312561,0.01562667,0.06552404,0
3.98,0.04450967,0.0905464,-0.0759498,-0.01022573,0.06312561,0.01901316,0.05835152,0
3.99,0.0454051,0.0849235,-0.03784565,-0.0575372,0.06312561,0.02215642,0.05624934,0
4,0.04728995,0.08032089,-0.1518916,-0.09908687,0.06312561,0.02511309,0.0576153,0
4.01,0.04465526,0.07683291,-0.2464858,-0.1341532,0.06798792,0.02792187,0.06111111,0
4.02,0.04025948,0.07382888,-0.2488839,-0.1550993,0.06798792,0.03084313,0.05659453,0
4.03,0.03626901,0.06944008,-0.2163755,-0.1818233,0.07284975,0.03354866,0.05212073,0
4.04,0.03616881,0.06549606,-0.2568778,-0.1932764,0.07284975,0.03628504,0.03815969,0
4.05,0.03576786,0.06211277,-0.3746542,-0.2017692,0.07771206,0.03872632,0.02510976,0
4.06,0.02846997,0.06030544,-0.4250156,-0.1917194,0.07771206,0.04113257,0.003459413,0
4.07,0.01954409,0.05612631,-0.3032423,-0.1949596,0.08257484,0.04318665,-0.01713596,0
4.08,0.01802913,0.05100339,-0.2155761,-0.1915435,0.08257484,0.04515528,-0.04583829,0
4.09,0.01811921,0.04668796,-0.2877875,-0.1854184,0.08257484,0.04673826,-0.07125806,0
4.1,0.01354065,0.04358004,-0.3346848,-0.1736645,0.08257484,0.04798198,-0.09512575,0
4.11,0.00819406,0.03979039,-0.2630064,-0.1653473,0.08257484,0.04891725,-0.1183152,0
4.12,0.007471287,0.03533342,-0.2376925,-0.1591966,0.08257484,0.04956637,-0.1413108,0
4.13,0.007180862,0.03208166,-0.3101703,-0.1460209,0.08257484,0.04995081,-0.1635747,0
4.14,0.003270197,0.0298986,-0.3610646,-0.1274125,0.08257484,0.05009357,-0.1850679,0
4.15,-0.001969989,0.02727954,-0.3240263,-0.1105951,0.08257484,0.05001199,-0.2066535,0
4.16,-0.005410631,0.02395469,-0.2664705,-0.09616036,0.08257484,0.04971711,-0.2285455,0
4.17,-0.00603465,0.02081545,-0.2768625,-0.07967471,0.08257484,0.04922169,-0.250105,0
4.18,-0.008816769,0.01883648,-0.3099038,-0.05683106,0.08257484,0.04854238,-0.271024,0
4.19,-0.012706,0.01697895,-0.2843235,-0.0331549,0.08257484,0.04769426,-0.2917016,0
4.2,-0.0143503,0.01487007,-0.2635394,-0.009969234,0.08257484,0.04668668,-0.3126974,0
4.21,-0.01602586,0.01340415,-0.2811259,0.0170347,0.08257484,0.0455273,-0.33372,0
4.22,-0.01911246,0.01241989,-0.2741978,0.04633212,0.08257484,0.04422653,-0.3544224,0
4.23,-0.02143259,0.01132049,-0.2464858,0.07489838,0.08257484,0.04279504,-0.374958,0
4.24,-0.02329999,0.01043425,-0.2342285,0.1044174,0.08257484,0.04124264,-0.3952284,0
4.25,-0.02527906,0.009880265,-0.2257017,0.135074,0.08257484,0.03958097,-0.4148703,0
4.26,-0.02747763,0.009541794,-0.2049177,0.1660846,0.08257484,0.03782303,-0.4338252,0
4.27,-0.03126356,0.009294821,-0.1462959,0.1967828,0.08257484,0.03598129,-0.4520956,0
4.28,-0.03429618,0.008576552,-0.03571395,0.2244534,0.07771206,0.03406797,-0.4696009,0
4.29,-0.03334324,0.006592446,0.03329983,0.236272,0.07771206,0.03185131,-0.4787148,0
4.3,-0.0330653,0.00628519,0.03862908,0.2589686,0.07284975,0.02966776,-0.4887888,0
4.31,-0.03492234,0.00572624,0.1028465,0.2708361,0.06798792,0.02727129,-0.490458,0
4.32,-0.0344121,0.004224257,0.2014377,0.2722303,0.06798792,0.0247405,-0.487188,0
4.33,-0.03014805,0.00405741,0.2358113,0.2848596,0.06312561,0.02237558,-0.4867443,0
4.34,-0.02781598,0.004915896,0.2291497,0.2948307,0.0582633,0.01990381,-0.4798053,0
4.35,-0.02651299,0.005788568,0.277113,0.2994321,0.0582633,0.01738017,-0.469505,0
4.36,-0.02358868,0.007480792,0.3250763,0.3126107,0.04853821,0.01508325,-0.463791,0
4.37,-0.018964,0.007878097,0.3333366,0.3024236,0.0436759,0.01247781,-0.4452894,0
4.38,-0.01500938,0.009079791,0.29843,0.2936858,0.03395128,0.009933656,-0.4254495,0
4.39,-0.01447541,0.0093588,0.3317378,0.2661565,0.03395128,0.007229502,-0.3942725,0
4.4,-0.01325427,0.01012828,0.4372569,0.2494324,0.0290885,0.0049616,-0.3696619,0
4.41,-0.005533804,0.01023732,0.4657685,0.2245355,0.01936388,0.002813312,-0.3404999,0
4.42,0.004036549,0.01085482,0.3178818,0.1905776,0.01450157,0.00056424,-0.3021281,0
4.43,0.008658847,0.01358975,0.1484116,0.1667119,0.009639263,-0.001455082,-0.2643231,0
4.44,0.008613184,0.01603856,0.1145709,0.138628,0.009639263,-0.003257754,-0.2259371,0
4.45,0.008313768,0.01780454,0.1734591,0.1148392,0.004776955,-0.004611057,-0.19536,0
4.46,0.01457058,0.01775593,0.1289598,0.07813498,0.004776955,-0.005848974,-0.162267,0
4.47,0.0204688,0.01983878,-0.05489925,0.05930289,0.004776955,-0.00671469,-0.1352815,0
4.48,0.01863332,0.02326524,-0.1934597,0.04997185,-8.535385e-05,-0.007277242,-0.111738,0
4.49,0.01317163,0.02372098,-0.1305746,0.01943818,-8.535385e-05,-0.007838179,-0.08511353,0
4.5,0.01412604,0.02198798,-0.07674918,-0.01496899,-8.535385e-05,-0.008130659,-0.06446873,0
4.51,0.01836249,0.0209209,-0.2083816,-0.041614,-8.535385e-05,-0.008208866,-0.04570203,0
4.52,0.01284381,0.02144478,-0.3210953,-0.0573546,-8.535385e-05,-0.008102313,-0.02846204,0
4.53,0.006166691,0.01971075,-0.2078487,-0.08106294,-8.535385e-05,-0.007844265,-0.01411802,0
4.54,0.007234852,0.01599238,-0.1614842,-0.1091494,-8.535385e-05,-0.007476646,-0.003440723,0
4.55,0.006521098,0.01357653,-0.2723326,-0.125762,-8.535385e-05,-0.007035303,0.004969425,0
4.56,0.0004590279,0.01149062,-0.2576772,-0.1372498,-8.535385e-05,-0.006545464,0.0114587,0
4.57,-0.001903659,0.00781976,-0.1790708,-0.1522083,-8.535385e-05,-0.006035878,0.01475525,0
4.58,-0.001187978,0.004352618,-0.2158426,-0.1610253,-8.535385e-05,-0.00553965,0.01487167,0
4.59,-0.004827559,0.00214116,-0.2539467,-0.1598803,-8.535385e-05,-0.00508306,0.01273015,0
4.6,-0.008530278,-0.0006439472,-0.1926604,-0.1585361,-8.535385e-05,-0.004687685,0.008091725,0
4.61,-0.008439104,-0.003806696,-0.1772055,-0.1554605,-8.535385e-05,-0.004376457,0.0006751739,0
4.62,-0.01014051,-0.005872893,-0.2177078,-0.1441803,-8.535385e-05,-0.00416755,-0.008608397,0
4.63,-0.01378007,-0.007738058,-0.1841336,-0.1303825,-8.535385e-05,-0.004071036,-0.01924837,0
4.64,-0.01454008,-0.01008781,-0.1462959,-0.1173777,-8.535385e-05,-0.004094755,-0.03139874,0
4.65,-0.01522362,-0.01174127,-0.1678793,-0.09957867,-8.535385e-05,-0.00424391,-0.04450198,0
4.66,-0.01796349,-0.01283917,-0.1534904,-0.07879075,-8.535385e-05,-0.004517104,-0.05786551,0
4.67,-0.01921036,-0.01422435,-0.110057,-0.0593919,-8.535385e-05,-0.004909909,-0.0715291,0
4.68,-0.01921736,-0.01526762,-0.1103235,-0.03822209,-8.535385e-05,-0.005417276,-0.08528855,0
4.69,-0.02074095,-0.01561725,-0.1007308,-0.01426329,-8.535385e-05,-0.006030614,-0.09859726,0
4.7,-0.02155547,-0.01598473,-0.06689006,0.008573007,-8.535385e-05,-0.006738942,-0.1114039,0
4.71,-0.02122003,-0.01610743,-0.0580968,0.03169411,-8.535385e-05,-0.007531813,-0.1237343,0
4.72,-0.02188846,-0.01565219,-0.05250109,0.05629405,-8.535385e-05,-0.008397621,-0.1352273,0
4.73,-0.02268776,-0.01513465,-0.01759451,0.0794617,-8.535385e-05,-0.009323135,-0.1457733,0
4.74,-0.02221119,-0.01462153,0.007719431,0.1009805,-8.535385e-05,-0.01029549,-0.1553946,0
4.75,-0.02184587,-0.01367743,0.01198283,0.1228467,-8.535385e-05,-0.01130137,-0.1638434,0
4.76,-0.02164418,-0.01247983,0.02770412,0.1438578,-8.535385e-05,-0.01232637,-0.1709861,0
4.77,-0.02108006,-0.0111769,0.04422479,0.1633182,-8.535385e-05,-0.01335695,-0.1769498,0
4.78,-0.02041694,-0.00969459,0.05754791,0.1815846,-8.535385e-05,-0.01438081,-0.1817106,0
4.79,-0.01993871,-0.008075153,0.07486798,0.198346,-8.535385e-05,-0.0153859,-0.1851904,0
4.8,-0.01925384,-0.006449737,0.09698436,0.2129691,-8.535385e-05,-0.01636048,-0.1873947,0
4.81,-0.01894031,-0.004777911,0.1254959,0.2257418,-8.535385e-05,-0.01729359,-0.1883314,0
4.82,-0.02002747,-0.003232548,0.1867822,0.2358789,-8.535385e-05,-0.01817491,-0.1879929,0
4.83,-0.01852639,-0.002291474,0.2693856,0.2413484,-0.004947662,-0.01899505,-0.1864506,0
4.84,-0.01192821,-0.002117557,0.2520655,0.2325214,-0.004947662,-0.01998985,-0.1762318,0
4.85,-0.006486905,0.0004269793,0.1265617,0.2367265,-0.004947662,-0.02082859,-0.1668755,0
4.86,-0.008137453,0.004203974,0.09085573,0.2451082,-0.004947662,-0.02152104,-0.1568585,0
4.87,-0.007860363,0.00635064,0.1891804,0.2441901,-0.004947662,-0.022077,-0.1476841,0
4.88,-0.003108827,0.007973315,0.1766566,0.240547,-0.004947662,-0.02251248,-0.1392724,0
4.89,-0.002044706,0.01073565,0.1188343,0.2413169,-0.004947662,-0.02283465,-0.1301882,0
