t,theta,theta_sim,theta_p,theta_p_sim,phi,phi_sim,phi_p,phi_p_sim
27.32,-0.1501469,-0.1466951,0.7566522,1.109207,0.3752756,0.3836251,0,0.5505422
27.33,-0.1409408,-0.1374448,0.8547103,1.19547,0.3752756,0.3836197,0,0.5517172
27.34,-0.1308078,-0.1274029,0.9562325,1.274911,0.3752756,0.3836295,0,0.5526111
27.35,-0.1200112,-0.1165066,1.044698,1.349627,0.3752756,0.383637,0,0.5531182
27.36,-0.108465,-0.1049925,1.123571,1.41551,0.3752756,0.3836473,0,0.553596
27.37,-0.09621965,-0.09282197,1.204043,1.474667,0.3752756,0.3836536,0,0.5538828
27.38,-0.08346232,-0.08002348,1.267994,1.527439,0.3752756,0.3836554,0,0.5539845
27.39,-0.07023817,-0.06677669,1.324484,1.571269,0.3752756,0.3836583,0,0.5541068
27.4,-0.05662778,-0.05315419,1.374046,1.60629,0.3752756,0.3836611,0,0.5542191
27.41,-0.04267485,-0.039235,1.418811,1.632514,0.3752756,0.3836634,0,0.5543111
27.42,-0.02861837,-0.02506342,1.450254,1.650645,0.3752756,0.3836637,0,0.5543311
27.43,-0.01441211,-0.01086656,1.473703,1.657813,0.3752756,0.3836681,0,0.5544909
27.44,-0.000136251,0.003367921,1.487026,1.656421,0.3752756,0.3836706,0,0.5545875
27.45,0.01408634,0.01758513,1.48969,1.647056,0.3752756,0.3836707,0,0.5546008
27.46,0.02817863,0.03166989,1.484095,1.629076,0.3752756,0.3836707,0,0.5546034
27.47,0.04195472,0.04553853,1.467841,1.602654,0.3752756,0.3836704,0,0.5545956
27.48,0.0553718,0.05900972,1.44226,1.566133,0.3752756,0.3836736,0,0.5547078
27.49,0.06830712,0.07202177,1.410285,1.520586,0.3752756,0.3836775,0,0.5548527
27.5,0.08081705,0.08446395,1.370049,1.46595,0.3752756,0.3836827,0,0.5550485
27.51,0.09274011,0.09638816,1.314092,1.405307,0.3752756,0.3836837,0,0.5550959
27.52,0.104038,0.107668,1.254937,1.337678,0.3752756,0.3836844,0,0.5551298
27.53,0.1145635,0.1182544,1.187256,1.263852,0.3752756,0.3836843,0,0.5551302
27.54,0.1242562,0.1280103,1.112646,1.182833,0.3752756,0.3836864,0,0.5552077
27.55,0.1331529,0.1368646,1.024181,1.095171,0.3752756,0.38369,0,0.5553407
27.56,0.1410898,0.1448568,0.9391789,1.003427,0.3752756,0.3836908,0,0.5553773
27.57,0.1481143,0.151853,0.8496475,0.9063206,0.3752756,0.3836934,0,0.5554726
27.58,0.1541392,0.1578845,0.7534546,0.8060625,0.3752756,0.383694,0,0.5555013
27.59,0.1591205,0.1628884,0.6410074,0.7025919,0.3752756,0.3836946,0,0.5555296
27.6,0.162932,0.1668202,0.5330901,0.5962741,0.3752756,0.3836959,0,0.5555775
27.61,0.1657384,0.1695597,0.4233076,0.4860055,0.3752756,0.383701,0,0.5557627
27.62,0.1673695,0.171254,0.2999355,0.3760423,0.3752756,0.3837019,0,0.5558037
27.63,0.1677816,0.1717821,0.1869554,0.2645731,0.3801379,0.3837048,0.4862309,0.5559121
27.64,0.1671416,0.1704706,0.07557407,0.119549,0.3752756,0.3869296,-0.4862309,0.5499836
27.65,0.1655794,0.1694079,-0.03793894,0.04616002,0.3752756,0.3846871,0,0.5477213
27.66,0.1628462,0.1668212,-0.1602452,-0.05471603,0.3752756,0.3839551,0,0.5490909
27.67,0.1590987,0.1629934,-0.2721595,-0.1619015,0.3752756,0.3837334,0,0.5510097
27.68,0.154393,0.1581562,-0.3814091,-0.265998,0.3801379,0.3836746,0.4862309,0.5524974
27.69,0.148544,0.1518043,-0.4981197,-0.3960376,0.3752756,0.3868823,-0.4862309,0.5472961
27.7,0.1417636,0.1457009,-0.6001747,-0.4544869,0.3752756,0.3846465,0,0.5457804
27.71,0.1340933,0.1380673,-0.6982329,-0.5404263,0.3752756,0.3839292,0,0.5478969
27.72,0.1255813,0.1294676,-0.790429,-0.6273372,0.3752756,0.3837148,0,0.55019
27.73,0.1161497,0.1200847,-0.8871549,-0.7080532,0.3752756,0.3836613,0,0.5519258
27.74,0.1060861,0.109871,-0.9692253,-0.7834099,0.3752756,0.3836603,0,0.5532725
27.75,0.09536217,0.09908321,-1.046233,-0.8489302,0.3752756,0.3836662,0,0.5540367
27.76,0.08400592,0.08773759,-1.120842,-0.9059836,0.3752756,0.3836723,0,0.5544906
27.77,0.07214894,0.07584763,-1.182662,-0.9557163,0.3801379,0.3836785,0.4862309,0.5548191
27.78,0.05986348,0.06291987,-1.235954,-1.02891,0.3752756,0.386901,-0.4862309,0.5488541
27.79,0.04704587,0.05096637,-1.282052,-1.024308,0.3752756,0.3846586,0,0.5466053
27.8,0.03404936,0.03794731,-1.326552,-1.047638,0.3752756,0.3839396,0,0.5484471
27.81,0.02094753,0.02466207,-1.358261,-1.067996,0.3752756,0.3837201,0,0.5504722
27.82,0.007609389,0.01136587,-1.379045,-1.078032,0.3752756,0.3836594,0,0.5519021
27.83,-0.005772976,-0.002036863,-1.394766,-1.080741,0.3752756,0.3836532,0,0.5530311
27.84,-0.01911746,-0.01540476,-1.399829,-1.07457,0.3752756,0.3836601,0,0.5538112
27.85,-0.03236375,-0.02864484,-1.394766,-1.059515,0.3801379,0.3836681,0.4862309,0.5543267
27.86,-0.04536483,-0.04230837,-1.381709,-1.068148,0.3801379,0.3868942,0,0.548542
27.87,-0.05802425,-0.05494012,-1.358261,-1.030333,0.3801379,0.3878725,0,0.5402422
27.88,-0.07025187,-0.06705893,-1.328683,-0.9791911,0.3752756,0.3881217,-0.4862309,0.5333805
27.89,-0.0820057,-0.07809855,-1.290846,-0.89057,0.3752756,0.3849296,0,0.5345494
27.9,-0.09327873,-0.08934487,-1.24608,-0.8354073,0.3752756,0.3839249,0,0.5396109
27.91,-0.1039165,-0.1001608,-1.186659,-0.7813988,0.3801379,0.3836415,0.4862309,0.5442761
27.92,-0.1138736,-0.1108729,-1.126172,-0.7509039,0.3752756,0.3868014,-0.4862309,0.5414993
27.93,-0.1231779,-0.1194757,-1.057691,-0.6423267,0.3752756,0.3845616,0,0.5414306
27.94,-0.131598,-0.1279532,-0.9766862,-0.5608719,0.3752756,0.3838562,0,0.544607
27.95,-0.1392169,-0.1356256,-0.896481,-0.4788265,0.3752756,0.3836514,0,0.5475187
27.96,-0.1460006,-0.142426,-0.8114796,-0.3926058,0.3752756,0.3836075,0,0.5497259
27.97,-0.1518757,-0.1483301,-0.7203494,-0.3022625,0.3752756,0.3836114,0,0.5513135
27.98,-0.1567053,-0.1532818,-0.6169619,-0.207894,0.3752756,0.3836251,0,0.5523969
27.99,-0.1605586,-0.1571523,-0.5197031,-0.1084417,0.3752756,0.3836344,0,0.5529948
28,-0.1634398,-0.1599976,-0.4184474,-0.006680429,0.3752756,0.383642,0,0.5533866
28.01,-0.1653345,-0.1618499,-0.3158593,0.09570369,0.3752756,0.383649,0,0.5537018
28.02,-0.1661449,-0.1627126,-0.1996817,0.1979524,0.3752756,0.3836555,0,0.5539714
28.03,-0.1658707,-0.1624979,-0.09283022,0.3011797,0.3752756,0.383658,0,0.554089
28.04,-0.16456,-0.1611932,0.01268893,0.404774,0.3752756,0.3836577,0,0.5540943
28.05,-0.1621011,-0.1588507,0.1267349,0.5070308,0.3752756,0.3836575,0,0.5540906
28.06,-0.1587086,-0.1553797,0.2314546,0.6093382,0.3752756,0.3836532,0,0.5539407
28.07,-0.1544637,-0.1509735,0.331911,0.7073574,0.3752756,0.3836533,0,0.5539386
28.08,-0.1493222,-0.145758,0.4313015,0.799092,0.3752756,0.3836591,0,0.5541416
28.09,-0.1431714,-0.1397124,0.53762,0.8857773,0.3752756,0.3836653,0,0.5543734
28.1,-0.1361583,-0.1327151,0.6316813,0.9702314,0.3752756,0.3836656,0,0.5543975
28.11,-0.1284287,-0.1248794,0.7204133,1.05014,0.3801379,0.3836653,0.4862309,0.5543942
28.12,-0.1197816,-0.1169831,0.811277,1.090927,0.3752756,0.3868878,-0.4862309,0.5483773
28.13,-0.1104968,-0.1069316,0.8896169,1.197927,0.3752756,0.3846411,0,0.5459542
28.14,-0.1006354,-0.09689572,0.9623612,1.264488,0.3752756,0.3839157,0,0.5475535
28.15,-0.09018854,-0.08649178,1.02951,1.315509,0.3752756,0.3836992,0,0.5496634
28.16,-0.07907577,-0.07559485,1.097191,1.359257,0.3752756,0.383645,0,0.5513287
28.17,-0.0676113,-0.06408922,1.151283,1.399906,0.3752756,0.3836339,0,0.5522904
28.18,-0.05575666,-0.05225323,1.198181,1.432581,0.3752756,0.3836398,0,0.5530353
28.19,-0.04347032,-0.0401073,1.238949,1.458318,0.3752756,0.3836475,0,0.5535328
28.2,-0.03098951,-0.02760318,1.26906,1.479158,0.3752756,0.3836493,0,0.553699
28.21,-0.01838288,-0.01495172,1.29011,1.491777,0.3801379,0.3836521,0.4862309,0.5538444
28.22,-0.005831414,-0.002867123,1.305831,1.463902,0.3752756,0.3868746,-0.4862309,0.547852
28.23,0.006716689,0.01039639,1.315424,1.49488,0.3752756,0.3846382,0,0.5458064
28.24,0.01914672,0.02292591,1.314092,1.485025,0.3752756,0.3839175,0,0.5475971
28.25,0.03135521,0.03512559,1.303966,1.460026,0.3752756,0.3837016,0,0.5497426
28.26,0.04343086,0.04701936,1.287179,1.426504,0.3752756,0.3836491,0,0.5514758
28.27,0.05508109,0.05871325,1.256536,1.389155,0.3801379,0.3836403,0.4862309,0.5525268
28.28,0.06639997,0.06934422,1.221363,1.312351,0.3752756,0.3868667,-0.4862309,0.5471864
28.29,0.07715736,0.08088604,1.180594,1.299843,0.3752756,0.3846293,0,0.5453179
28.3,0.08723409,0.09119717,1.127301,1.246603,0.3752756,0.3839123,0,0.5473226
28.31,0.09676903,0.1006208,1.072144,1.177463,0.3752756,0.383704,0,0.549787
28.32,0.1056565,0.109407,1.011657,1.103809,0.3801379,0.3836531,0.4862309,0.5516078
28.33,0.1138082,0.1169127,0.942643,0.9952064,0.3752756,0.3868673,-0.4862309,0.5466722
28.34,0.1212526,0.1249789,0.8592402,0.9522477,0.3752756,0.3846307,0,0.5451567
28.35,0.1277875,0.1316797,0.7787685,0.8739654,0.3752756,0.3839113,0,0.5472039
28.36,0.1334427,0.1373202,0.6942999,0.783413,0.3752756,0.3837002,0,0.5496141
28.37,0.1381655,0.1420263,0.5983735,0.6890059,0.3752756,0.3836514,0,0.551522
28.38,0.1419834,0.1457857,0.5077763,0.5926269,0.3752756,0.3836511,0,0.5529028
28.39,0.1448306,0.1486283,0.4145143,0.4959226,0.3752756,0.3836606,0,0.5538067
28.4,0.1466559,0.1505019,0.3159232,0.3984441,0.3752756,0.3836713,0,0.5544308
28.41,0.1474672,0.1513501,0.2069401,0.2997675,0.3801379,0.3836818,0.4862309,0.5549229
28.42,0.1473469,0.1505642,0.1062173,0.1688644,0.3752756,0.3869095,-0.4862309,0.5491579
28.43,0.1462784,0.1501614,0.004961517,0.1091373,0.3752756,0.3846696,0,0.5470158
28.44,0.1442171,0.1482078,-0.1034887,0.0184339,0.3752756,0.3839453,0,0.5486788
28.45,0.1412633,0.1451521,-0.2031457,-0.0781848,0.3752756,0.3837273,0,0.550748
28.46,0.1373998,0.141212,-0.2980063,-0.171795,0.3752756,0.3836702,0,0.5523111
28.47,0.1327049,0.1364168,-0.3912682,-0.261097,0.3752756,0.3836622,0,0.5533803
28.48,0.1270938,0.1308413,-0.4909251,-0.3448592,0.3752756,0.3836651,0,0.5540184
28.49,0.1206665,0.124412,-0.5799236,-0.4251379,0.3752756,0.3836727,0,0.5545124
28.5,0.1134093,0.1172034,-0.6638593,-0.500733,0.3752756,0.3836794,0,0.5548518
28.51,0.1053698,0.1092152,-0.7427322,-0.5721639,0.3752756,0.3836861,0,0.5551468
28.52,0.09672881,0.1004887,-0.8240033,-0.6390352,0.3752756,0.3836927,0,0.5554137
28.53,0.08751269,0.09120506,-0.8924841,-0.6984194,0.3752756,0.383694,0,0.5554873
28.54,0.07772674,0.08142242,-0.9545698,-0.7504384,0.3801379,0.3836927,0.4862309,0.5554524
28.55,0.0674574,0.07053577,-1.017189,-0.8280205,0.3752756,0.3869109,-0.4862309,0.5492839
28.56,0.056787,0.06054799,-1.067017,-0.8295825,0.3801379,0.3846663,0.4862309,0.5469273
28.57,0.04563899,0.04899265,-1.113382,-0.8888099,0.3752756,0.387158,-0.4862309,0.5423152
28.58,0.03425736,0.03822061,-1.152285,-0.881322,0.3801379,0.3846973,0.4862309,0.5420846
28.59,0.02271177,0.02601838,-1.183728,-0.9310476,0.3752756,0.3871341,-0.4862309,0.5391105
28.6,0.01100366,0.01493394,-1.205578,-0.9092183,0.3752756,0.3846606,0,0.5397806
28.61,-0.0007774112,0.003160029,-1.219167,-0.9128074,0.3752756,0.3838826,0,0.5436248
28.62,-0.01260186,-0.008721058,-1.227694,-0.9148816,0.3752756,0.383662,0,0.547167
28.63,-0.02414201,-0.0205565,-1.226628,-0.9095879,0.3752756,0.3836182,0,0.5498332
28.64,-0.03572823,-0.03201728,-1.219434,-0.8913413,0.3752756,0.3836161,0,0.5513922
28.65,-0.04697964,-0.04338071,-1.203712,-0.8680819,0.3752756,0.3836331,0,0.5526574
28.66,-0.05790256,-0.05436334,-1.178931,-0.8354545,0.3752756,0.3836455,0,0.5533934
28.67,-0.06848039,-0.06492491,-1.148022,-0.7948769,0.3752756,0.3836536,0,0.553826
28.68,-0.07857957,-0.07506219,-1.108852,-0.748159,0.3752756,0.3836606,0,0.5541443
28.69,-0.08815155,-0.08466242,-1.065418,-0.6946414,0.3801379,0.3836642,0.4862309,0.5543143
28.7,-0.09714447,-0.09428019,-1.009461,-0.6667845,0.3752756,0.3868846,-0.4862309,0.5482456
28.71,-0.1055737,-0.1019409,-0.9527047,-0.5641634,0.3752756,0.3846412,0,0.5459478
28.72,-0.1132823,-0.1096072,-0.8890201,-0.4909977,0.3752756,0.3839181,0,0.5476345
28.73,-0.1202471,-0.1166553,-0.8146771,-0.4200223,0.3752756,0.3836983,0,0.5496362
28.74,-0.1264325,-0.122918,-0.740334,-0.344984,0.3801379,0.3836408,0.4862309,0.551177
28.75,-0.1318466,-0.1289522,-0.6630599,-0.2970918,0.3752756,0.3868513,-0.4862309,0.5460807
28.76,-0.1364192,-0.132845,-0.5809895,-0.1767112,0.3752756,0.384613,0,0.5444878
28.77,-0.1400847,-0.1364895,-0.4887935,-0.08638372,0.3752756,0.3838944,0,0.5465557
28.78,-0.1429105,-0.1393348,-0.4005944,-0.0003156289,0.3752756,0.3836786,0,0.5487956
28.79,-0.1448355,-0.1413182,-0.3107965,0.08604407,0.3752756,0.3836266,0,0.5505822
28.8,-0.1457821,-0.1423798,-0.2108731,0.1741504,0.3801379,0.3836228,0.4862309,0.5518273
28.81,-0.1458271,-0.1430547,-0.1165454,0.2328974,0.3752756,0.386847,-0.4862309,0.5464174
28.82,-0.1450304,-0.1414851,-0.02354997,0.3609768,0.3752756,0.3846101,0,0.544576
28.83,-0.1432568,-0.139698,0.06944544,0.4538316,0.3752756,0.3838932,0,0.5465844
28.84,-0.1407599,-0.1370959,0.1693689,0.539194,0.3752756,0.3836772,0,0.5487711
28.85,-0.1372643,-0.1337773,0.2599661,0.6191916,0.3752756,0.3836291,0,0.5506782
28.86,-0.1329483,-0.1295009,0.3470993,0.6999389,0.3752756,0.3836234,0,0.5518541
28.87,-0.1277541,-0.124391,0.4403612,0.7785029,0.3801379,0.3836301,0.4862309,0.5526426
28.88,-0.1219239,-0.119038,0.5240304,0.8233724,0.3752756,0.3868549,-0.4862309,0.5469376
28.89,-0.1153479,-0.1117471,0.601571,0.9310763,0.3752756,0.3846212,0,0.5450801
28.9,-0.1081455,-0.1044032,0.675914,1.001235,0.3752756,0.3839031,0,0.5470004
28.91,-0.1002793,-0.09661347,0.7547869,1.058237,0.3801379,0.3836904,0.4862309,0.5492882
28.92,-0.09177392,-0.08884005,0.8214025,1.078388,0.3801379,0.3868567,0,0.5448835
28.93,-0.08279187,-0.0797522,0.8813566,1.132678,0.3752756,0.3878249,-0.4862309,0.5375351
28.94,-0.07335003,-0.06951966,0.9362479,1.217337,0.3752756,0.3848628,0,0.5376062
28.95,-0.06344107,-0.05964407,0.9892738,1.255707,0.3752756,0.3839264,0,0.5417476
28.96,-0.05315997,-0.04950477,1.031641,1.28145,0.3752756,0.3836553,0,0.5456139
28.97,-0.04261347,-0.03903338,1.068147,1.30201,0.3801379,0.3835948,0.4862309,0.5484542
28.98,-0.03186121,-0.02893115,1.100389,1.28568,0.3752756,0.3868155,-0.4862309,0.5442839
28.99,-0.02097594,-0.01734799,1.121972,1.333131,0.3752756,0.3845874,0,0.5432981
29,-0.0100003,-0.006309409,1.138226,1.341328,0.3752756,0.3838779,0,0.5458083
29.01,0.001020214,0.004622459,1.147553,1.336124,0.3752756,0.3836703,0,0.5484051
29.02,0.01188067,0.01552977,1.147553,1.324699,0.3752756,0.3836215,0,0.5503479
29.03,0.0226724,0.02623909,1.143023,1.305804,0.3801379,0.3836239,0.4862309,0.5518338
29.04,0.0331977,0.03619797,1.129966,1.250458,0.3752756,0.3868532,-0.4862309,0.5466296
29.05,0.04351153,0.04716653,1.106517,1.257518,0.3752756,0.3846221,0,0.545009
29.06,0.05345729,0.0572294,1.077206,1.226569,0.3752756,0.3839047,0,0.5470179
29.07,0.06297757,0.06674263,1.044698,1.181884,0.3801379,0.3836921,0.4862309,0.5493368
29.08,0.07207514,0.07514969,1.005528,1.098651,0.3752756,0.3868612,-0.4862309,0.545042
29.09,0.08063203,0.08440621,0.9527685,1.080939,0.3801379,0.3846138,0.4862309,0.5439705
29.1,0.08865397,0.09185863,0.9018742,0.9937548,0.3801379,0.3871162,0,0.540293
29.11,0.09591696,0.09930575,0.8427195,0.9331711,0.3752756,0.38788,-0.4862309,0.5343577
29.12,0.1025291,0.1066516,0.7753046,0.9018583,0.3752756,0.3848661,0,0.5357418
29.13,0.1084736,0.1125398,0.7057578,0.8276789,0.3752756,0.383922,0,0.5407947
29.14,0.1136677,0.117601,0.6324807,0.7446033,0.3752756,0.3836553,0,0.5452853
29.15,0.1181618,0.1219145,0.5568053,0.6601758,0.3752756,0.3836019,0,0.5485744
29.16,0.1217509,0.1255431,0.4699385,0.5772541,0.3752756,0.383606,0,0.5507298
29.17,0.1245736,0.1282959,0.3868022,0.4924299,0.3752756,0.3836271,0,0.5523019
29.18,0.1265671,0.1302648,0.303666,0.4082669,0.3801379,0.3836449,0.4862309,0.5533044
29.19,0.1276411,0.1308028,0.217865,0.2924064,0.3752756,0.3868772,-0.4862309,0.5478151
29.2,0.1278038,0.131745,0.1227379,0.2445393,0.3752756,0.3846457,0,0.5460282
29.21,0.1271644,0.1311414,0.03427239,0.162861,0.3801379,0.3839312,0.4862309,0.5480781
29.22,0.1256412,0.1289829,-0.051795,0.04402719,0.3752756,0.3869359,-0.4862309,0.5441705
29.23,0.1232952,0.127275,-0.1455898,-0.004850432,0.3752756,0.3846402,0,0.5436147
29.24,0.1201963,0.1241501,-0.2308578,-0.08355258,0.3752756,0.3839103,0,0.5464238
29.25,0.1163431,0.1201777,-0.3123953,-0.1648429,0.3752756,0.3836954,0,0.5491408
29.26,0.1117516,0.115495,-0.3939328,-0.2421576,0.3752756,0.3836443,0,0.5511374
29.27,0.1063445,0.110138,-0.4786679,-0.3143871,0.3752756,0.3836413,0,0.5524889
29.28,0.1002572,0.1040277,-0.5516786,-0.3834839,0.3752756,0.3836536,0,0.5535125
29.29,0.09357616,0.09727068,-0.6212253,-0.4476125,0.3752756,0.3836655,0,0.5541952
29.3,0.08635565,0.08996981,-0.6945025,-0.5055169,0.3752756,0.3836725,0,0.5545699
29.31,0.0785263,0.08219223,-0.7541901,-0.5569345,0.3752756,0.3836751,0,0.5547259
29.32,0.07017308,0.07387467,-0.811746,-0.6041236,0.3752756,0.3836791,0,0.5548995
29.33,0.06142377,0.06507701,-0.8621073,-0.6464652,0.3752756,0.3836832,0,0.5550634
29.34,0.05232521,0.05593107,-0.9140676,-0.6821547,0.3752756,0.3836842,0,0.5551139
29.35,0.04280779,0.04650295,-0.9561687,-0.7110885,0.3752756,0.3836833,0,0.5550885
29.36,0.03305941,0.03672755,-0.9902759,-0.7356755,0.3752756,0.3836859,0,0.5551847
29.37,0.02303091,0.02676339,-1.019853,-0.7535356,0.3801379,0.3836866,0.4862309,0.5552158
29.38,0.01287693,0.01597824,-1.041437,-0.7981452,0.3752756,0.3869083,-0.4862309,0.5491695
29.39,0.002773756,0.006435488,-1.055559,-0.7666898,0.3752756,0.3846652,0,0.5468782
29.4,-0.007420951,-0.003615944,-1.065418,-0.7592657,0.3752756,0.3839349,0,0.548305
29.41,-0.01755105,-0.01379885,-1.066751,-0.7541275,0.3752756,0.3837141,0,0.5502585
29.42,-0.02764542,-0.02387492,-1.061688,-0.7431638,0.3801379,0.3836569,0.4862309,0.5518048
29.43,-0.03748851,-0.03444454,-1.049697,-0.7583424,0.3752756,0.3868709,-0.4862309,0.5468334
29.44,-0.04714872,-0.04338494,-1.03211,-0.6958309,0.3752756,0.3846312,0,0.5451902
29.45,-0.05640931,-0.05267942,-1.005464,-0.6606569,0.3801379,0.383913,0.4862309,0.5472747
29.46,-0.0652474,-0.06226583,-0.9750875,-0.6567425,0.3752756,0.3869144,-0.4862309,0.5433069
29.47,-0.0736563,-0.07004151,-0.9377828,-0.5770169,0.3752756,0.3846131,0,0.5425684
29.48,-0.08166203,-0.07792562,-0.8908854,-0.5241694,0.3801379,0.3838795,0.4862309,0.5452481
29.49,-0.08909106,-0.08608223,-0.8429221,-0.5064027,0.3752756,0.3868865,-0.4862309,0.5419151
29.5,-0.09598355,-0.09231269,-0.7890967,-0.4139756,0.3752756,0.3845932,0,0.5416467
29.51,-0.1022827,-0.0985558,-0.7318072,-0.3498088,0.3752756,0.3838672,0,0.5446873
29.52,-0.1078119,-0.1042872,-0.6638593,-0.2886099,0.3752756,0.3836586,0,0.5476682
29.53,-0.1126564,-0.1092165,-0.5961778,-0.2215929,0.3752756,0.3836087,0,0.5497398
29.54,-0.1168379,-0.113382,-0.5268976,-0.1503226,0.3752756,0.3836071,0,0.5511511
29.55,-0.1203238,-0.116836,-0.4474918,-0.076896,0.3752756,0.3836191,0,0.5521725
29.56,-0.1230172,-0.1195732,-0.3728823,-0.002031725,0.3801379,0.3836329,0.4862309,0.5529236
29.57,-0.1250196,-0.1221185,-0.2953417,0.04331252,0.3752756,0.386861,-0.4862309,0.5472362
29.58,-0.126212,-0.1226322,-0.21487,0.1576001,0.3752756,0.3846263,0,0.5453042
29.59,-0.1265466,-0.1229679,-0.1269374,0.2397546,0.3752756,0.3839059,0,0.5471271
29.6,-0.1260767,-0.1225755,-0.04566635,0.3159892,0.3752756,0.3836866,0,0.5491674
29.61,-0.1248311,-0.1213736,0.03507178,0.3915671,0.3752756,0.3836298,0,0.5507424
29.62,-0.1228475,-0.1193829,0.1227379,0.4666322,0.3752756,0.3836231,0,0.5518615
29.63,-0.1201071,-0.1166542,0.1997456,0.5400839,0.3752756,0.3836307,0,0.5526698
29.64,-0.1166849,-0.1131861,0.2767532,0.6118644,0.3752756,0.3836396,0,0.5532195
29.65,-0.1125254,-0.1090537,0.3513627,0.6804245,0.3752756,0.3836488,0,0.5536577
29.66,-0.1076368,-0.1042204,0.4313015,0.7466882,0.3752756,0.3836546,0,0.5539239
29.67,-0.1021492,-0.09868447,0.5008482,0.8106822,0.3752756,0.3836568,0,0.5540364
29.68,-0.09599309,-0.09257243,0.565865,0.8700222,0.3752756,0.3836601,0,0.554175
29.69,-0.0893397,-0.08584233,0.6279508,0.9260923,0.3801379,0.3836609,0.4862309,0.5542137
29.7,-0.08209345,-0.0792577,0.6908359,0.9444259,0.3752756,0.386883,-0.4862309,0.5481883
29.71,-0.0744289,-0.07082533,0.7457272,1.028282,0.3752756,0.3846392,0,0.5458727
29.72,-0.0663772,-0.0626356,0.793424,1.072871,0.3752756,0.3839158,0,0.5475464
29.73,-0.05787884,-0.05425588,0.8419202,1.103899,0.3752756,0.3836992,0,0.5496608
29.74,-0.04906338,-0.04550305,0.8805572,1.130416,0.3752756,0.3836424,0,0.5512332
29.75,-0.03999706,-0.03645698,0.9122663,1.152409,0.3752756,0.383635,0,0.5523263
29.76,-0.03084132,-0.02719895,0.9397119,1.169253,0.3752756,0.3836412,0,0.5530823
29.77,-0.02148997,-0.01789912,0.96396,1.178634,0.3752756,0.3836533,0,0.5537411
29.78,-0.01206016,-0.008481692,0.9783489,1.183419,0.3752756,0.383661,0,0.5541295
29.79,-0.002701293,0.0009679809,0.9866093,1.182747,0.3801379,0.3836664,0.4862309,0.554381
29.8,0.00662625,0.009683474,0.9895404,1.142844,0.3801379,0.3868923,0,0.5485192
29.81,0.01593274,0.01899944,0.9850105,1.134826,0.3752756,0.3878718,-0.4862309,0.540229
29.82,0.02503846,0.02893059,0.9756843,1.159062,0.3752756,0.3849019,0,0.5394991
29.83,0.03402343,0.03786564,0.9618283,1.136677,0.3752756,0.3839574,0,0.5431256
29.84,0.04269241,0.04647415,0.9362479,1.102735,0.3752756,0.3836787,0,0.5466147
29.85,0.05096505,0.05474191,0.9090687,1.063279,0.3752756,0.3836155,0,0.5492991
29.86,0.05889326,0.06258889,0.8768268,1.01916,0.3752756,0.3836175,0,0.5512596
29.87,0.0664005,0.07005215,0.8368574,0.9724442,0.3801379,0.3836319,0.4862309,0.5525426
29.88,0.07345279,0.07646075,0.7894271,0.8908019,0.3801379,0.3868648,0,0.547231
29.89,0.07993413,0.08309203,0.7406644,0.8434982,0.3752756,0.3878501,-0.4862309,0.5392829
29.9,0.08594313,0.08981827,0.6889707,0.827902,0.3752756,0.38489,0,0.5389675
29.91,0.09126836,0.09526727,0.6258191,0.7700756,0.3752756,0.3839484,0,0.5427399
29.92,0.09595332,0.09987744,0.5645327,0.6999364,0.3752756,0.3836781,0,0.5465499
29.93,0.09992015,0.1038128,0.4995159,0.6273856,0.3752756,0.3836198,0,0.5494346
29.94,0.1032716,0.1070366,0.4318344,0.5536281,0.3752756,0.3836242,0,0.551498
29.95,0.1057806,0.1096403,0.3534944,0.4812057,0.3752756,0.3836386,0,0.5527925
29.96,0.107675,0.1114229,0.282349,0.4063165,0.3752756,0.3836577,0,0.5538145
29.97,0.1088144,0.1125639,0.2085389,0.3332477,0.3752756,0.3836686,0,0.5543762
29.98,0.1091959,0.1129713,0.1267349,0.2601224,0.3801379,0.383677,0.4862309,0.5547647
29.99,0.1088609,0.1120118,0.05079306,0.1550455,0.3752756,0.3869028,-0.4862309,0.5489144
30,0.1078772,0.1116539,-0.02381643,0.1203036,0.3752756,0.384663,0,0.5467662
30.01,0.1061157,0.1189138,-0.09762653,1.735533,0.3752756,0.3731373,0,-1.515626
30.02,0.1011513,0.1294755,-0.1591794,2.583447,0.3752756,0.3521721,0,-2.952543
30.03,0.08847156,0.1287883,-0.0134244,2.616587,0.3704131,0.333679,-0.4862547,-3.928468
30.04,0.07364053,0.1136817,0.5546736,2.074011,0.3606884,0.3165653,-0.9724617,-4.578875
30.05,0.07195172,0.09158675,1.287445,1.31404,0.3363767,0.2990138,-2.431178,-5.009639
30.06,0.08447167,0.08200479,1.489158,0.8555983,0.3217895,0.2728151,-1.458716,-5.291516
30.07,0.09709463,0.08735041,1.442793,0.6190273,0.2926154,0.2514423,-2.917409,-5.473403
30.08,0.1030619,0.0979555,1.479298,0.4818084,0.2731659,0.2233615,-1.944947,-5.552256
30.09,0.1097402,0.1011792,1.801984,0.1258174,0.2391293,0.2008316,-3.403664,-5.548337
30.1,0.1242187,0.1054265,2.106018,-0.1326232,0.2099552,0.1708698,-2.917409,-5.483416
30.11,0.1462061,0.1167288,2.094028,-0.2504376,0.1759186,0.1419836,-3.403664,-5.382299
