t,theta,theta_sim,theta_p,theta_p_sim,phi,phi_sim,phi_p,phi_p_sim
8.55,-0.001941139,-0.001386616,-0.001700044,0.0382151,0.2099552,0.2114606,0,0.1081491
8.56,-0.001913909,-0.001348235,-0.0003677309,0.04131565,0.2099552,0.2115232,0,0.1073272
8.57,-0.00190463,-0.001282342,0.0001651943,0.04450072,0.2099552,0.211537,0,0.1066941
8.58,-0.001796126,-0.001238864,0.002030428,0.04655279,0.2099552,0.2115381,0,0.1063032
8.59,-0.001754931,-0.001111947,0.002296895,0.04967458,0.2099552,0.2115328,0,0.1059428
8.6,-0.001730122,-0.001038887,0.001497503,0.05099647,0.2099552,0.2115311,0,0.1058018
8.61,-0.001701109,-0.001000261,0.001231041,0.05133187,0.2099552,0.211531,0,0.1057651
8.62,-0.001757151,-0.0009678187,0.0001651943,0.05145594,0.2099552,0.2115311,0,0.1057512
8.63,-0.001811245,-0.001020479,0.0001651943,0.0499332,0.2099552,0.2115341,0,0.1058537
8.64,-0.001814842,-0.001089068,-0.0001012683,0.04847594,0.2099552,0.211536,0,0.105925
8.65,-0.001769249,-0.001108337,-0.0003677309,0.04829509,0.2099552,0.2115349,0,0.105891
8.66,-0.001774316,-0.001066336,-0.0001012683,0.04929961,0.2099552,0.211532,0,0.1057857
8.67,-0.001794697,-0.001060812,-0.001700044,0.04935896,0.2099552,0.2115318,0,0.105774
8.68,-0.001816298,-0.001079994,-0.0003677309,0.04893508,0.2099552,0.2115325,0,0.1057987
8.69,-0.001868745,-0.001105582,0.000964582,0.04849352,0.2099552,0.2115331,0,0.1058185
8.7,-0.001877891,-0.001161583,0.0006981194,0.04758708,0.2099552,0.2115344,0,0.1058661
8.71,-0.001810462,-0.001180581,0.0001651943,0.04760254,0.2099552,0.2115336,0,0.1058389
8.72,-0.001742102,-0.001115286,0.001231041,0.04920145,0.2099552,0.21153,0,0.1057109
8.73,-0.001654753,-0.001031855,-0.001167119,0.05074573,0.2099552,0.2115276,0,0.1056201
8.74,-0.001703772,-0.0009298543,-0.001966506,0.05225915,0.2099552,0.2115259,0,0.1055533
8.75,-0.001700675,-0.0009605129,0.0001651943,0.05090034,0.2099552,0.2115302,0,0.1056994
8.76,-0.001681142,-0.0009710168,-0.001167119,0.05025859,0.2099552,0.2115316,0,0.1057555
8.77,-0.001644416,-0.0009583732,-0.0001012683,0.05020363,0.2099552,0.2115315,0,0.1057557
8.78,-0.001709401,-0.0009228662,0.0001651943,0.05058192,0.2099552,0.2115306,0,0.1057254
8.79,-0.001725842,-0.0009817755,0.0004316494,0.04907799,0.2099552,0.2115336,0,0.1058324
8.8,-0.001692556,-0.001013618,0.0001651943,0.04844954,0.2099552,0.211534,0,0.1058511
8.81,-0.00163807,-0.0009881029,0.0001651943,0.0490469,0.2099552,0.211532,0,0.1057813
8.82,-0.001644637,-0.0009288216,-0.0006341934,0.05012237,0.2099552,0.2115297,0,0.1056973
8.83,-0.001744934,-0.0009235484,0.0004316494,0.0499077,0.2099552,0.2115306,0,0.1057237
8.84,-0.001802407,-0.001023166,-0.0001012683,0.0477685,0.2099552,0.2115348,0,0.1058754
8.85,-0.00180856,-0.001102037,0.0004316494,0.04654902,0.2099552,0.211536,0,0.105925
8.86,-0.001858683,-0.001121774,0.001231041,0.04674133,0.2099552,0.2115342,0,0.1058665
8.87,-0.001850817,-0.001169448,0.0001651943,0.04635847,0.2099552,0.2115342,0,0.1058655
8.88,-0.001863104,-0.001166678,0.0004316494,0.04702598,0.2099552,0.2115323,0,0.1057943
8.89,-0.001897406,-0.00117227,-0.0003677309,0.0473777,0.2099552,0.2115315,0,0.1057652
8.9,-0.001930435,-0.001202435,0.0004316494,0.04719131,0.2099552,0.2115321,0,0.1057816
8.91,-0.001920955,-0.00123707,-0.0006341934,0.04698061,0.2148175,0.2115325,0.4862309,0.1057963
8.92,-0.001930819,-0.001841346,0.0004316494,0.01576542,0.2099552,0.21475,-0.4862309,0.09960101
8.93,-0.001933553,-0.001137399,-0.0003677309,0.05350456,0.2148175,0.2125057,0.4862309,0.09725518
8.94,-0.001956211,-0.001664533,-0.000900656,0.02629945,0.2099552,0.2149985,-0.4862309,0.09268104
8.95,-0.001943668,-0.00102748,-0.001167119,0.06060449,0.2099552,0.212535,0,0.09235275
8.96,-0.001882034,-0.0009921313,-0.0006341934,0.06201107,0.2099552,0.2117518,0,0.09548072
8.97,-0.001891015,-0.001019586,-0.0001012683,0.05801222,0.2099552,0.2115223,0,0.09847872
8.98,-0.001754138,-0.001096444,0.0004316494,0.05317228,0.2099552,0.2114723,0,0.1008174
8.99,-0.001782063,-0.00101714,-0.0001012683,0.05246485,0.2099552,0.2114683,0,0.1022543
9,-0.001749368,-0.001048466,0.0006981194,0.0500542,0.2099552,0.211483,0,0.1034119
9.01,-0.001732787,-0.001038031,-0.0001012683,0.04925115,0.2099552,0.2114954,0,0.1041351
9.02,-0.001822965,-0.001027126,-0.0003677309,0.04883549,0.2099552,0.2115054,0,0.1046265
9.03,-0.001813953,-0.001116978,0.0004316494,0.0467624,0.2099552,0.2115164,0,0.1050924
9.04,-0.001815366,-0.001128886,-0.0006341934,0.04677456,0.2099552,0.2115204,0,0.1052853
9.05,-0.001779394,-0.001129631,0.0001651943,0.04706625,0.2099552,0.211523,0,0.1054044
9.06,-0.001761869,-0.001091186,-0.0001012683,0.04807992,0.2099552,0.2115235,0,0.1054394
9.07,-0.001811713,-0.001062993,-0.0001012683,0.04869286,0.2099552,0.2115248,0,0.1054902
9.08,-0.001832545,-0.001104577,0.0004316494,0.04787583,0.2099552,0.2115284,0,0.1056239
9.09,-0.001808593,-0.00113333,-0.0003677309,0.04753232,0.2099552,0.21153,0,0.1056885
9.1,-0.001840987,-0.001113777,0.0006981194,0.04820396,0.2099552,0.2115291,0,0.1056657
9.11,-0.001883417,-0.00113833,-0.0003677309,0.04789433,0.2099552,0.2115305,0,0.1057164
9.12,-0.001909441,-0.001183077,0.0004316494,0.04729746,0.2148175,0.211532,0.4862309,0.1057735
9.13,-0.001907535,-0.00182584,0.0001651943,0.01525845,0.2099552,0.2147512,-0.4862309,0.09963923
9.14,-0.001846928,-0.001119227,-0.0006341934,0.05315265,0.2099552,0.2125061,0,0.09727116
9.15,-0.001861317,-0.0009724445,0.0001651943,0.05904472,0.2099552,0.2117775,0,0.09875438
9.16,-0.001860629,-0.001021208,0.000964582,0.05606579,0.2099552,0.2115584,0,0.1007687
9.17,-0.001870173,-0.001078685,-0.0001012683,0.05267509,0.2099552,0.2115024,0,0.1023607
9.18,-0.001844781,-0.00112886,0.0004316494,0.05012638,0.2099552,0.211496,0,0.1034855
9.19,-0.001845232,-0.001130245,-0.0006341934,0.04922377,0.2099552,0.2115008,0,0.1041927
9.2,-0.00186799,-0.001138243,-0.0006341934,0.04855324,0.2099552,0.2115083,0,0.1046873
9.21,-0.001907485,-0.001165693,-0.000900656,0.04780199,0.2099552,0.2115155,0,0.1050485
9.22,-0.001880685,-0.001210901,0.001231041,0.04699791,0.2099552,0.2115213,0,0.105312
9.23,-0.001894654,-0.001192731,-0.0006341934,0.04765918,0.2099552,0.211523,0,0.1054011
9.24,-0.001925148,-0.001198999,-0.0001012683,0.04775042,0.2099552,0.2115254,0,0.1055034
9.25,-0.001938005,-0.001227496,-0.0006341934,0.04744517,0.2099552,0.2115279,0,0.105604
9.26,-0.001871378,-0.001243255,-0.0001012683,0.0474914,0.2099552,0.211529,0,0.1056528
9.27,-0.001863523,-0.001178007,0.0001651943,0.04907909,0.2099552,0.2115268,0,0.1055816
9.28,-0.001769471,-0.00115339,-0.0001012683,0.04952902,0.2099552,0.2115276,0,0.1056063
9.29,-0.00175482,-0.001056557,-0.0003677309,0.0512465,0.2099552,0.2115256,0,0.1055349
9.3,-0.001843378,-0.001023294,0.0004316494,0.05135232,0.2099552,0.2115272,0,0.1055907
9.31,-0.001890697,-0.001107497,-0.000900656,0.04922999,0.2099552,0.2115326,0,0.1057831
9.32,-0.001847982,-0.001175763,-0.000900656,0.04794013,0.2099552,0.2115346,0,0.1058669
9.33,-0.00180951,-0.001148188,-0.001966506,0.04877299,0.2099552,0.2115321,0,0.1057833
9.34,-0.001818652,-0.001102198,-0.0006341934,0.04974207,0.2099552,0.2115301,0,0.105713
9.35,-0.001817131,-0.001100731,-0.0003677309,0.04963268,0.2099552,0.2115309,0,0.1057351
9.36,-0.001907022,-0.001100185,-0.0006341934,0.04953546,0.2099552,0.2115313,0,0.10575
9.37,-0.001964645,-0.001188667,0.0001651943,0.04778697,0.2099552,0.2115348,0,0.1058748
9.38,-0.001916026,-0.001263669,0.001763966,0.04672873,0.2099552,0.2115359,0,0.1059205
9.39,-0.001918834,-0.001228346,0.0004316494,0.04801093,0.2099552,0.2115322,0,0.1057947
9.4,-0.001843087,-0.001218113,-0.0006341934,0.04850348,0.2148175,0.2115313,0.4862309,0.1057579
9.41,-0.001823955,-0.001750016,-0.000900656,0.01832857,0.2099552,0.2147472,-0.4862309,0.09950023
9.42,-0.001770699,-0.001006083,-0.0003677309,0.05623276,0.2099552,0.2125034,0,0.09716704
9.43,-0.00181016,-0.0008653239,0.0001651943,0.06131074,0.2099552,0.211777,0,0.09873037
9.44,-0.00182174,-0.0009463881,-0.000900656,0.05721556,0.2099552,0.2115601,0,0.1008232
9.45,-0.001785189,-0.001027329,0.000964582,0.05313917,0.2099552,0.2115047,0,0.1024431
9.46,-0.00181696,-0.001039846,-0.0006341934,0.05121133,0.2099552,0.2114962,0,0.1034988
9.47,-0.001832936,-0.001090243,-0.0006341934,0.04912977,0.2099552,0.2115031,0,0.1042796
9.48,-0.001781991,-0.001125883,-0.0006341934,0.04796738,0.2099552,0.2115108,0,0.1047816
9.49,-0.001826376,-0.001087019,-0.0003677309,0.04860613,0.2099552,0.2115145,0,0.1050192
9.5,-0.001828951,-0.001122229,0.001497503,0.04777765,0.2099552,0.2115207,0,0.1052892
9.51,-0.001785159,-0.001132649,0.0001651943,0.04769093,0.2099552,0.2115238,0,0.1054326
9.52,-0.00172046,-0.001090474,0.0001651943,0.04866614,0.2099552,0.2115242,0,0.105462
9.53,-0.001731514,-0.001016649,0.0001651943,0.05003219,0.2099552,0.2115237,0,0.1054539
9.54,-0.001777042,-0.001012179,-0.0003677309,0.04978161,0.2099552,0.2115265,0,0.1055564
9.55,-0.001695175,-0.001058447,0.0004316494,0.0486609,0.2099552,0.2115301,0,0.1056894
9.56,-0.001707481,-0.0009902704,0.0001651943,0.04998735,0.2099552,0.2115278,0,0.1056174
9.57,-0.001704175,-0.0009878642,0.0001651943,0.04975113,0.2099552,0.2115293,0,0.1056708
9.58,-0.001636773,-0.000986681,0.0006981194,0.0495569,0.2099552,0.2115302,0,0.1057059
9.59,-0.001638381,-0.0009227489,-0.0001012683,0.05059369,0.2099552,0.2115285,0,0.1056458
9.6,-0.001636713,-0.0009128259,0.000964582,0.05035339,0.2099552,0.2115297,0,0.1056883
9.61,-0.001645905,-0.0009131604,-0.000900656,0.0499777,0.2099552,0.2115308,0,0.1057275
9.62,-0.001630225,-0.0009256923,-0.0006341934,0.04946037,0.2099552,0.2115318,0,0.1057654
9.63,-0.001743764,-0.0009156856,-0.000900656,0.04948881,0.2099552,0.2115314,0,0.1057554
9.64,-0.00169513,-0.001025883,0.0001651943,0.04723942,0.2099552,0.2115356,0,0.1059055
9.65,-0.001706829,-0.001002701,0.000964582,0.0480562,0.2099552,0.2115326,0,0.1058058
9.66,-0.001631939,-0.001005943,0.0006981194,0.04816484,0.2099552,0.211532,0,0.1057827
9.67,-0.001599192,-0.0009320578,-0.0003677309,0.04969725,0.2099552,0.2115289,0,0.1056677
9.68,-0.001582639,-0.0008837326,-0.001167119,0.05036612,0.2099552,0.2115283,0,0.1056418
9.69,-0.001596038,-0.0008599361,-0.001167119,0.05040748,0.2099552,0.211529,0,0.1056644
9.7,-0.001643139,-0.0008719192,-0.0001012683,0.04976333,0.2099552,0.2115308,0,0.1057268
9.71,-0.001627057,-0.0009242154,0.0001651943,0.04851614,0.2099552,0.2115331,0,0.1058137
9.72,-0.001572232,-0.0009217649,-0.0003677309,0.04860345,0.2099552,0.2115322,0,0.1057861
9.73,-0.001553573,-0.0008675689,-0.0001012683,0.04963494,0.2099552,0.2115298,0,0.105701
9.74,-0.001558417,-0.0008382819,-0.001700044,0.04993448,0.2099552,0.2115296,0,0.1056883
9.75,-0.001525679,-0.0008393982,-0.000900656,0.04958311,0.2099552,0.2115306,0,0.1057229
9.76,-0.001516204,-0.0008108551,-0.000900656,0.04987229,0.2099552,0.21153,0,0.1057033
9.77,-0.001521819,-0.0007981932,-0.000900656,0.04978273,0.2099552,0.2115303,0,0.1057143
9.78,-0.001524452,-0.0008042216,-0.0006341934,0.04935598,0.2099552,0.2115312,0,0.105745
9.79,-0.001455,-0.0008110378,0.0006981194,0.04901228,0.2099552,0.2115316,0,0.1057614
9.8,-0.001419877,-0.0007468684,0.0004316494,0.05008132,0.2099552,0.2115292,0,0.1056759
9.81,-0.00141093,-0.0007009463,-0.0006341934,0.05053049,0.2099552,0.2115287,0,0.1056547
9.82,-0.001318009,-0.0006868,0.0004316494,0.05026118,0.2099552,0.2115297,0,0.1056872
9.83,-0.001410714,-0.0005984523,-0.000900656,0.05144563,0.2099552,0.2115275,0,0.1056092
9.84,-0.00148771,-0.0006753603,-0.0003677309,0.0492105,0.2099552,0.2115325,0,0.105786
9.85,-0.001553168,-0.0007735717,-0.0001012683,0.04711957,0.2099552,0.2115357,0,0.105906
9.86,-0.001537175,-0.0008599,0.0004316494,0.04575798,0.2099552,0.2115365,0,0.1059462
9.87,-0.001558976,-0.0008596969,-0.0003677309,0.04635173,0.2099552,0.2115335,0,0.1058438
9.88,-0.001617073,-0.0008755284,0.0004316494,0.04648855,0.2099552,0.2115325,0,0.1058025
9.89,-0.001628486,-0.0009313236,0.0004316494,0.04584036,0.2099552,0.2115333,0,0.1058279
9.9,-0.001560817,-0.0009500402,0.000964582,0.0460573,0.2099552,0.2115322,0,0.1057887
9.91,-0.001589584,-0.0008825414,-0.001167119,0.04785036,0.2099552,0.2115284,0,0.1056525
9.92,-0.001617582,-0.0008918038,-0.001167119,0.04776105,0.2099552,0.2115295,0,0.1056822
9.93,-0.00160965,-0.000920014,0.0001651943,0.04735006,0.2099552,0.2115307,0,0.1057258
9.94,-0.001651449,-0.0009168042,-0.0003677309,0.04764282,0.2099552,0.2115302,0,0.1057096
9.95,-0.001694396,-0.0009546239,0.0001651943,0.0470983,0.2099552,0.2115315,0,0.1057557
9.96,-0.001679853,-0.001002538,-0.000900656,0.04650826,0.2099552,0.2115325,0,0.1057935
9.97,-0.001741488,-0.0009951595,-0.0003677309,0.04711434,0.2148175,0.2115309,0.4862309,0.10574
9.98,-0.001775179,-0.001659981,-0.0006341934,0.01457706,0.2099552,0.2147513,-0.4862309,0.09964201
9.99,-0.001818855,-0.0009933324,0.0004316494,0.05175995,0.2099552,0.2125074,0,0.09731556
10,-0.001787526,-0.0009559754,0.0004316494,0.05580968,0.2099552,0.2117817,0,0.09890868
10.01,-0.00181439,0.00345948,-0.0001012683,0.8941644,0.2099552,0.2061591,0,-0.9311991
10.02,-0.006766929,0.009917755,0.05239184,1.35088,0.2099552,0.195729,0,-1.64912
10.03,-0.01951139,0.007528541,0.4155802,1.332945,0.2002304,0.1866336,-0.9724855,-2.132128
10.04,-0.0275341,-0.005714383,1.131032,0.9989001,0.1807809,0.1734946,-1.944947,-2.439224
10.05,-0.01827811,-0.01687561,1.704193,0.714494,0.1613314,0.1535427,-1.944947,-2.62501
10.06,-0.002040047,-0.0114333,1.851813,0.7282826,0.1516068,0.1318628,-0.9724617,-2.737078
10.07,0.01159393,0.002799798,1.943743,0.7909756,0.1175702,0.117026,-3.403664,-2.795236
10.08,0.02321484,0.01922668,2.258168,0.9175543,0.09325838,0.0891868,-2.431178,-2.777145
10.09,0.04174322,0.03148807,2.548346,0.8739725,0.06408429,0.06434679,-2.917409,-2.69847
10.1,0.06782916,0.04977567,2.602438,0.9384635,0.03004766,0.03738693,-3.403664,-2.587923
10.11,0.09142192,0.07700557,2.556606,1.15628,0.005735874,0.006733963,-2.431178,-2.448392
10.12,0.1126601,0.1018523,2.695966,1.223294,-0.03802562,-0.01803203,-4.376149,-2.282274
10.13,0.1392485,0.1261156,2.766845,1.325742,-0.06719971,-0.0535308,-2.917409,-2.078906
10.14,0.1709047,0.1526922,2.506245,1.395467,-0.1012361,-0.08276346,-3.40364,-1.863951
10.15,0.1979817,0.1854057,2.161709,1.569169,-0.1352727,-0.1131728,-3.403664,-1.644669
10.16,0.2227606,0.2146797,1.839289,1.636985,-0.1644471,-0.1435484,-2.917433,-1.407499
10.17,0.2542625,0.2399936,1.451853,1.595322,-0.1838963,-0.1705827,-1.944923,-1.165293
10.18,0.2835654,0.269913,0.6697854,1.608907,-0.203346,-0.1904267,-1.944971,-0.9488624
10.19,0.2991326,0.2992884,-0.25404,1.604224,-0.2130706,-0.2079061,-0.9724617,-0.7495418
10.2,0.2936578,0.3141619,-0.6937031,1.291945,-0.2227955,-0.2178541,-0.9724855,-0.5603611
10.21,0.2839403,0.3061377,-0.946576,0.6240388,-0.2276578,-0.2252027,-0.4862309,-0.3779114
10.22,0.2761658,0.289643,-1.241816,-0.05254829,-0.2325201,-0.2292047,-0.4862309,-0.2327604
10.23,0.2676325,0.2751741,-1.640444,-0.5222042,-0.2325201,-0.2328032,0,-0.1307239
10.24,0.2511412,0.2614725,-1.901578,-0.8772269,-0.2373827,-0.233319,-0.4862547,-0.06225289
10.25,0.2257639,0.2421677,-2.10622,-1.228982,-0.2373827,-0.236025,0,-0.003541255
10.26,0.2025018,0.2131913,-2.22826,-1.686863,-0.2373827,-0.236192,0,0.04855911
10.27,0.1787304,0.1853344,-2.364956,-2.00824,-0.2373827,-0.2360065,0,0.07837414
10.28,0.1533841,0.1583924,-2.550414,-2.22685,-0.2373827,-0.2358376,0,0.09410823
10.29,0.1244998,0.1309446,-2.605838,-2.393044,-0.2373827,-0.2357055,0,0.1030485
10.3,0.09748006,0.1005486,-2.605038,-2.564375,-0.2373827,-0.2355355,0,0.1110644
10.31,0.07072731,0.07185634,-2.679381,-2.650624,-0.2373827,-0.2355318,0,0.1122787
10.32,0.04192962,0.04428255,-2.735871,-2.682736,-0.2373827,-0.2355891,0,0.1106735
10.33,0.01238087,0.01527073,-2.708959,-2.720943,-0.2373827,-0.235578,0,0.1111498
10.34,-0.01303941,-0.01455439,-2.694836,-2.750648,-0.2373827,-0.2355513,0,0.1121568
10.35,-0.03939159,-0.04028675,-2.683645,-2.680508,-0.2373827,-0.2356904,0,0.1072522
10.36,-0.06531207,-0.06586669,-2.636214,-2.608626,-0.2373827,-0.2357554,0,0.1047109
10.37,-0.09031937,-0.09099223,-2.565069,-2.5288,-0.2373827,-0.2357861,0,0.1034112
10.38,-0.1134821,-0.1151321,-2.490992,-2.43236,-0.2373827,-0.2358113,0,0.1023729
10.39,-0.135522,-0.1372852,-2.388404,-2.304157,-0.2373827,-0.2358631,0,0.100424
10.4,-0.1569764,-0.1579866,-2.260769,-2.161899,-0.2373827,-0.2359005,0,0.09895418
10.41,-0.1773299,-0.1779419,-2.186959,-2.022221,-0.2373827,-0.2358985,0,0.09890801
10.42,-0.1964722,-0.1968264,-2.061188,-1.87839,-0.2373827,-0.235884,0,0.0993785
10.43,-0.2144928,-0.2144627,-1.921296,-1.728291,-0.2373827,-0.2358662,0,0.1000238
10.44,-0.2306575,-0.2309147,-1.745431,-1.574982,-0.2373827,-0.2358412,0,0.1009499
10.45,-0.2444369,-0.2454982,-1.577559,-1.40677,-0.2422447,-0.2358355,-0.486207,0.1012151
10.46,-0.2562467,-0.256959,-1.404625,-1.183899,-0.2422447,-0.2390785,0,0.1065255
10.47,-0.2667997,-0.2669286,-1.22796,-0.9878034,-0.2422447,-0.2400776,0,0.1141091
10.48,-0.2755102,-0.2756012,-1.021186,-0.8040871,-0.2422447,-0.2403179,0,0.1212609
10.49,-0.2817362,-0.2824707,-0.8381258,-0.6171794,-0.2373827,-0.2403341,0.486207,0.1266237
10.5,-0.2863441,-0.2874291,-0.6633264,-0.4460911,-0.2373827,-0.2370979,0,0.1234723
10.51,-0.2896184,-0.2898849,-0.4618807,-0.2400506,-0.2422447,-0.2360828,-0.486207,0.1174226
10.52,-0.2905454,-0.2903295,-0.2612345,-0.009825729,-0.2422447,-0.2389932,0,0.1192685
10.53,-0.2891936,-0.2893327,-0.04087003,0.1863092,-0.2373827,-0.2399085,0.486207,0.1242215
10.54,-0.2860807,-0.2867604,0.171767,0.3487461,-0.2373827,-0.2369586,0,0.1220833
10.55,-0.2811255,-0.2816478,0.3764102,0.5428556,-0.2373827,-0.2360348,0,0.1168082
10.56,-0.2744333,-0.2746445,0.5453475,0.7362505,-0.2422447,-0.2357731,-0.486207,0.1123097
10.57,-0.2661511,-0.2653913,0.7212127,0.9513959,-0.2373827,-0.2389338,0.486207,0.1153953
10.58,-0.2561439,-0.2559969,0.9077364,1.083942,-0.2373827,-0.2366841,0,0.1159581
10.59,-0.2439984,-0.2444035,1.115044,1.240201,-0.2373827,-0.2359681,0,0.1132339
10.6,-0.2293275,-0.2306516,1.3029,1.403847,-0.2373827,-0.2357776,0,0.109858
10.61,-0.214052,-0.2143885,1.479032,1.575651,-0.2422447,-0.2357769,-0.486207,0.1061026
10.62,-0.1968959,-0.196814,1.636778,1.749192,-0.2373827,-0.2389922,0.486207,0.110845
10.63,-0.1787383,-0.1790069,1.764147,1.845327,-0.2422447,-0.2367659,-0.486207,0.1119366
10.64,-0.1598088,-0.1590385,1.905905,1.987167,-0.2373827,-0.2392624,0.486207,0.1160931
10.65,-0.1393862,-0.13967,2.050328,2.044854,-0.2373827,-0.2367849,0,0.1168081
10.66,-0.1175573,-0.1184209,2.176098,2.130612,-0.2373827,-0.236009,0,0.1133942
10.67,-0.09529412,-0.09571402,2.265096,2.219084,-0.2373827,-0.2358059,0,0.1094323
10.68,-0.07254811,-0.07260239,2.345035,2.285625,-0.2373827,-0.2357576,0,0.1069781
10.69,-0.048901,-0.04924969,2.410851,2.330608,-0.2373827,-0.2357498,0,0.1056539
10.7,-0.02529355,-0.02523318,2.458548,2.36605,-0.2373827,-0.2357689,0,0.1043345
10.71,-0.001655415,-0.001339516,2.501448,2.378471,-0.2373827,-0.2357718,0,0.1039392
10.72,0.0222053,0.0223544,2.533957,2.371263,-0.2373827,-0.2357671,0,0.1039867
10.73,0.04615416,0.04606603,2.541951,2.352586,-0.2373827,-0.235771,0,0.1038036
10.74,0.0699912,0.06974781,2.530493,2.323664,-0.2373827,-0.2357823,0,0.1033772
10.75,0.09323112,0.09321623,2.501982,2.282957,-0.2373827,-0.2357951,0,0.1028899
10.76,0.1159028,0.1159798,2.454551,2.223602,-0.2373827,-0.2357953,0,0.1028482
10.77,0.1375347,0.1379897,2.397528,2.14887,-0.2373827,-0.2357925,0,0.1029354
10.78,0.1582691,0.1588161,2.329847,2.054127,-0.2325201,-0.2357774,0.4862547,0.1034739
10.79,0.1782705,0.1779329,2.249908,1.91384,-0.2373827,-0.2325456,-0.4862547,0.09780663
10.8,0.1973644,0.1974915,2.142257,1.836583,-0.2373827,-0.2347913,0,0.09545182
10.81,0.2153112,0.2154568,2.031675,1.719725,-0.2373827,-0.2355265,0,0.09671507
10.82,0.2319226,0.2320817,1.910968,1.586267,-0.2373827,-0.2357546,0,0.09839941
10.83,0.2470828,0.2472785,1.775338,1.441607,-0.2373827,-0.2358141,0,0.09984703
10.84,0.260419,0.2609396,1.613329,1.287637,-0.2373827,-0.2358199,0,0.1009805
10.85,0.2721726,0.2727025,1.457715,1.120449,-0.2373827,-0.2358006,0,0.1022015
10.86,0.2824109,0.2827521,1.294107,0.9473206,-0.2373827,-0.2357836,0,0.1030579
10.87,0.2911527,0.2912266,1.104919,0.7728716,-0.2373827,-0.2357775,0,0.103407
10.88,0.2979777,0.298192,0.9319845,0.5993112,-0.2373827,-0.235782,0,0.1033085
10.89,0.3029126,0.3032627,0.7539876,0.4198896,-0.2373827,-0.2357794,0,0.1034219
10.9,0.306035,0.3063916,0.5655985,0.2360106,-0.2373827,-0.2357727,0,0.1036716
10.91,0.306951,0.3076669,0.3529615,0.05133765,-0.2373827,-0.2357682,0,0.1038496
10.92,0.3062482,0.3067422,0.1629738,-0.1394873,-0.2373827,-0.2357525,0,0.104427
10.93,0.3039701,0.3041312,-0.02594813,-0.3242203,-0.2373827,-0.2357503,0,0.1045379
10.94,0.2997867,0.3000058,-0.2329895,-0.500044,-0.2373827,-0.2357605,0,0.1041916
10.95,0.2937011,0.2940766,-0.4171151,-0.6734644,-0.2373827,-0.2357647,0,0.1040307
10.96,0.2858807,0.2862784,-0.6033723,-0.8450915,-0.2373827,-0.2357619,0,0.1041195
10.97,0.2762534,0.276767,-0.7874979,-1.011205,-0.2373827,-0.2357594,0,0.1042078
10.98,0.2648349,0.2655113,-0.9817491,-1.172502,-0.2373827,-0.2357537,0,0.1044148
10.99,0.2520089,0.2525199,-1.151219,-1.328742,-0.2422447,-0.2357443,-0.486207,0.1047621
11,0.2378434,0.23878,-1.313495,-1.440957,-0.2373827,-0.2389629,0.486207,0.1109374
11.01,0.2222026,0.2225064,-1.46378,-1.6093,-0.2373827,-0.2367252,0,0.1130561
11.02,0.2050101,0.2055223,-1.621259,-1.735587,-0.2373827,-0.2360006,0,0.1114208
11.03,0.186654,0.1872211,-1.757421,-1.848712,-0.2373827,-0.2357711,0,0.1097719
11.04,0.1672086,0.1678209,-1.880793,-1.949306,-0.2373827,-0.2357083,0,0.1084348
11.05,0.1467661,0.1474379,-2.007629,-2.03792,-0.2422447,-0.2356977,-0.486207,0.1074799
11.06,0.1255772,0.1267848,-2.107553,-2.082791,-0.2373827,-0.2389189,0.486207,0.1130172
11.07,0.1035639,0.1041844,-2.193354,-2.182137,-0.2373827,-0.2366836,0,0.1148269
11.08,0.08103377,0.08153783,-2.266631,-2.236881,-0.2373827,-0.2359608,0,0.1130332
11.09,0.05799423,0.05862326,-2.333513,-2.269507,-0.2373827,-0.2357447,0,0.1108618
11.1,0.03470068,0.03535837,-2.37668,-2.288775,-0.2373827,-0.2356883,0,0.1092576
11.11,0.01138819,0.0119507,-2.405724,-2.293997,-0.2373827,-0.2356825,0,0.1080993
11.12,-0.01189829,-0.01134449,-2.422512,-2.28322,-0.2373827,-0.2356939,0,0.1071523
11.13,-0.03499893,-0.03445388,-2.422245,-2.258293,-0.2373827,-0.2357059,0,0.1064824
11.14,-0.0577943,-0.05723627,-2.40759,-2.219358,-0.2373827,-0.2357159,0,0.1060096
11.15,-0.08002795,-0.07957326,-2.377213,-2.167038,-0.2373827,-0.2357226,0,0.1057017
11.16,-0.1016844,-0.1012184,-2.328184,-2.09949,-0.2373827,-0.2357311,0,0.1053595
11.17,-0.1225712,-0.1221336,-2.267697,-2.019363,-0.2373827,-0.2357364,0,0.1051405
11.18,-0.1424983,-0.142156,-2.19442,-1.9264,-0.2373827,-0.235741,0,0.1049549
11.19,-0.1615681,-0.1610946,-2.101424,-1.81999,-0.2422447,-0.2357475,-0.486207,0.1047073
11.2,-0.1796057,-0.1784288,-2.003899,-1.673229,-0.2373827,-0.2389657,0.486207,0.1108543
11.21,-0.1964343,-0.1959664,-1.894916,-1.587081,-0.2373827,-0.2367183,0,0.1133051
11.22,-0.2119662,-0.2115898,-1.772343,-1.458117,-0.2373827,-0.2359904,0,0.1117982
11.23,-0.2259871,-0.2256891,-1.623657,-1.312856,-0.2373827,-0.2357693,0,0.1098563
11.24,-0.2385152,-0.2381881,-1.480567,-1.156953,-0.2373827,-0.2357166,0,0.1081512
