t,theta,theta_sim,theta_p,theta_p_sim,phi,phi_sim,phi_p,phi_p_sim
2.64,0.04609119,0.04792999,0.1445386,0.2252291,0.0566678,0.05127803,-0.04633051,0
2.65,0.04893073,0.04918034,0.09764116,0.2514518,0.06153011,0.05561348,-0.003653616,0
2.66,0.05105953,0.05291551,-0.01693771,0.3621902,0.06153011,0.06083541,0.03506039,0
2.67,0.04948727,0.0543423,-0.1280526,0.2992445,0.06639242,0.06156645,0.001734851,0
2.68,0.04450044,0.05242632,-0.1006069,0.2121329,0.07125497,0.06562991,0.003224406,0
2.69,0.04386424,0.04589925,-0.04731444,0.01629168,0.07125497,0.07038995,0.01483445,0
2.7,0.04635927,0.04368419,-0.1613604,-0.04769435,0.07125497,0.07109442,-0.01184142,0
2.71,0.04149158,0.04657655,-0.2743405,0.04351219,0.07611728,0.07113856,-0.01444662,0
2.72,0.03293005,0.04170438,-0.1616268,-0.07521129,0.07611728,0.07537883,0.02786267,0
2.73,0.03238008,0.02987611,-0.03026085,-0.417786,0.07611728,0.07597595,-0.0002950625,0
2.74,0.03733298,0.02890701,-0.1610939,-0.3189475,0.07611728,0.07608679,-0.008424724,0
2.75,0.03575888,0.03635991,-0.3646712,-0.008597088,0.08097982,0.07632165,0.02052103,0
2.76,0.02670553,0.03668702,-0.3835901,0.05846921,0.08584213,0.08069532,0.05850424,0
2.77,0.02167041,0.02600941,-0.2269101,-0.2006171,0.08584213,0.08539342,0.03805518,0
2.78,0.0231309,0.01877428,-0.2290418,-0.3240631,0.08584213,0.08570403,-0.03196046,0
2.79,0.02018776,0.02121769,-0.3300311,-0.1319334,0.08584213,0.08545966,-0.05289309,0
2.8,0.01348742,0.01865106,-0.3105794,-0.1705008,0.08584213,0.08519897,-0.05832996,0
2.81,0.01075473,0.01055495,-0.2154523,-0.3535921,0.08584213,0.08492569,-0.08422647,0
2.82,0.01052377,0.007575257,-0.2447631,-0.3133543,0.08584213,0.08480918,-0.09370486,0
2.83,0.007189669,0.008497024,-0.2967233,-0.1704383,0.08584213,0.08485188,-0.0831123,0
2.84,0.002959548,0.005428063,-0.2599515,-0.1920371,0.08584213,0.08479474,-0.09028337,0
2.85,0.00155028,0.0007536034,-0.2362363,-0.2432171,0.08584213,0.08459941,-0.1154865,0
2.86,3.083632e-05,-0.0001966091,-0.274074,-0.1584933,0.08584213,0.08443245,-0.1301684,0
2.87,-0.003424672,-0.001004591,-0.2818014,-0.09745127,0.08584213,0.08428565,-0.1382384,0
2.88,-0.005340375,-0.004514379,-0.2634155,-0.1323677,0.08584213,0.08407856,-0.1573019,0
2.89,-0.007182387,-0.006242438,-0.2847325,-0.09218924,0.08584213,0.08388469,-0.1766858,0
2.9,-0.01055977,-0.007681923,-0.2876636,-0.0562932,0.08584213,0.08370179,-0.1881755,0
2.91,-0.01297367,-0.01117937,-0.2692777,-0.09133231,0.08584213,0.08350672,-0.2032572,0
2.92,-0.01491215,-0.01356191,-0.2743405,-0.07359555,0.08584213,0.08335047,-0.2176747,0
2.93,-0.01770576,-0.01516461,-0.2738075,-0.03628338,0.08584213,0.08322388,-0.2259007,0
2.94,-0.01992703,-0.01786959,-0.256754,-0.04118311,0.0907042,0.08308651,-0.237057,0
2.95,-0.021686,-0.01859334,-0.2572868,0.09840275,0.08584213,0.087341,-0.2075052,0
2.96,-0.02425238,-0.02167762,-0.252757,-0.005286992,0.08584213,0.08352259,-0.281487,0
2.97,-0.02655412,-0.02411029,-0.2231797,-0.002616994,0.08584213,0.08247845,-0.3103942,0
2.98,-0.02779317,-0.02614942,-0.2106559,0.01310734,0.08584213,0.08221099,-0.306862,0
2.99,-0.02979651,-0.02690865,-0.2007968,0.07188042,0.08584213,0.08221971,-0.303851,0
3,-0.03128226,-0.02864518,-0.1685549,0.08604216,0.08584213,0.08218341,-0.309514,0
3.01,-0.03165963,-0.02986652,-0.1560311,0.1190538,0.08584213,0.0820851,-0.3229784,0
3.02,-0.0324264,-0.02964024,-0.1656238,0.1897496,0.08584213,0.08195676,-0.3353743,0
3.03,-0.03448434,-0.02993823,-0.1405763,0.2240689,0.08584213,0.08178778,-0.3493812,0
3.04,-0.03497436,-0.03208581,-0.09714293,0.194222,0.08584213,0.08156924,-0.3676322,0
3.05,-0.03425089,-0.03234248,-0.1043374,0.2373113,0.08584213,0.08141048,-0.3809567,0
3.06,-0.03577814,-0.03089085,-0.09287953,0.3189996,0.08584213,0.08131556,-0.3859046,0
3.07,-0.03648293,-0.03240761,-0.0390541,0.2835342,0.08584213,0.08116913,-0.3965193,0
3.08,-0.03708072,-0.03316838,0.002514046,0.2900265,0.08584213,0.08103946,-0.4103529,0
3.09,-0.03812466,-0.03364825,0.08884789,0.3005836,0.08584213,0.08093107,-0.4153985,0
3.1,-0.0364977,-0.03471738,0.1642568,0.2905508,0.08097982,0.08086023,-0.4194025,0
3.11,-0.03399245,-0.03374467,0.1773134,0.2766579,0.08097982,0.07648034,-0.4642083,0
3.12,-0.03252815,-0.02983132,0.2068908,0.4108532,0.07611728,0.07576116,-0.4458505,0
3.13,-0.03058377,-0.02887785,0.2639137,0.3431058,0.07611728,0.07142831,-0.4666749,0
3.14,-0.02695137,-0.02613959,0.2828326,0.4180951,0.07611728,0.07082969,-0.4466794,0
3.15,-0.02393371,-0.02136664,0.2724406,0.5380548,0.07125497,0.07101545,-0.4161698,0
3.16,-0.02270003,-0.0189845,0.3225355,0.4762658,0.07125497,0.06681751,-0.4495649,0
3.17,-0.0179625,-0.01757443,0.3662353,0.460522,0.06639242,0.06609298,-0.4384596,0
3.18,-0.0130657,-0.01324463,0.3267989,0.4717385,0.06639242,0.0618733,-0.4507137,0
3.19,-0.01118593,-0.006990525,0.3100117,0.591105,0.06153011,0.0614395,-0.4087161,0
3.2,-0.009867352,-0.00636941,0.3984773,0.4284811,0.06153011,0.05728655,-0.4180635,0
3.21,-0.003805255,-0.005341338,0.4405784,0.3925718,0.0518055,0.05681747,-0.3877492,0
3.22,0.002440684,-0.0008318421,0.3558433,0.3285041,0.0518055,0.04847835,-0.4218848,0
3.23,0.005287885,0.007419439,0.3062813,0.5057813,0.04694319,0.04753856,-0.347681,0
3.24,0.008688557,0.009424238,0.3068142,0.3692034,0.04208064,0.04363949,-0.3206186,0
3.25,0.01300896,0.01165512,0.2641802,0.2799541,0.03721833,0.03908379,-0.3180905,0
3.26,0.01640803,0.01547078,0.1962323,0.2460981,0.03721833,0.03446219,-0.2901035,0
3.27,0.0184677,0.01961652,0.1365447,0.2922387,0.03721833,0.03436023,-0.2071708,0
3.28,0.02061065,0.02164106,0.08671619,0.2691214,0.03721833,0.03503195,-0.1448308,0
3.29,0.02266421,0.02350595,0.007843297,0.2553986,0.03721833,0.03558491,-0.1150921,0
3.3,0.02134175,0.02535049,-0.04225165,0.2416748,0.03721833,0.03589833,-0.0982455,0
3.31,0.02020118,0.02290973,-0.01747064,0.09259236,0.03721833,0.03601296,-0.0894812,0
3.32,0.02082904,0.0206172,-0.0390541,-0.004928838,0.03721833,0.03614787,-0.07933813,0
3.33,0.01960148,0.0210121,-0.07822409,0.004639838,0.03721833,0.03639614,-0.054915,0
3.34,0.01776794,0.0193433,-0.06729912,-0.0590602,0.03721833,0.03663497,-0.03288024,0
3.35,0.01756154,0.01680558,-0.07476007,-0.1258715,0.03721833,0.03682467,-0.02279746,0
3.36,0.01635163,0.01654366,-0.100074,-0.1010967,0.03721833,0.03700127,-0.01149237,0
3.37,0.01467483,0.0152619,-0.09421184,-0.1194834,0.03721833,0.03711273,-0.00213271,0
3.38,0.01411433,0.01329579,-0.1008734,-0.1492711,0.03721833,0.03716711,-0.00201414,0
3.39,0.01295064,0.01283,-0.1264538,-0.1212582,0.03721833,0.03720197,-0.001780619,0
3.4,0.01100211,0.0117378,-0.1229898,-0.1228178,0.03721833,0.03719487,-0.001907424,0
3.41,0.009966102,0.009556718,-0.1205916,-0.1544555,0.03721833,0.03714847,-0.007523191,0
3.42,0.008759044,0.00854921,-0.1416422,-0.1368371,0.03721833,0.03711341,-0.01174047,0
3.43,0.006925333,0.007464733,-0.1405763,-0.1278854,0.03721833,0.03707543,-0.01348728,0
3.44,0.005798348,0.005536596,-0.1381781,-0.1451169,0.03721833,0.03701948,-0.01896415,0
3.45,0.004449546,0.004492418,-0.1520342,-0.1259698,0.03721833,0.03696985,-0.02464972,0
3.46,0.002652147,0.003260896,-0.1507019,-0.1184566,0.03721833,0.03690729,-0.02898942,0
3.47,0.001118969,0.001411302,-0.146172,-0.1295093,0.03721833,0.03683052,-0.03602755,0
3.48,-0.0006147436,-0.0001120395,-0.1416422,-0.1240288,0.03721833,0.03675572,-0.04285672,0
3.49,-0.001992603,-0.001828929,-0.1269867,-0.1251829,0.03721833,0.03668021,-0.04825638,0
3.5,-0.002639667,-0.00309025,-0.128852,-0.1086498,0.03721833,0.03661986,-0.05393893,0
3.51,-0.003872833,-0.00337359,-0.1376452,-0.06439991,0.03721833,0.03656701,-0.05928868,0
3.52,-0.005384581,-0.004407104,-0.1309837,-0.05557464,0.03721833,0.03647361,-0.06752415,0
3.53,-0.00636419,-0.005920498,-0.1264538,-0.06030348,0.03721833,0.03635137,-0.07913642,0
3.54,-0.007734664,-0.006761972,-0.1227233,-0.040403,0.03721833,0.03624142,-0.08799262,0
3.55,-0.008886098,-0.008057405,-0.1086008,-0.04039324,0.03721833,0.03613901,-0.09462006,0
3.56,-0.009553363,-0.00912875,-0.1040709,-0.03005658,0.03721833,0.03605806,-0.1017052,0
3.57,-0.01058366,-0.009553642,-0.09634352,-0.001074594,0.03721833,0.03599041,-0.1073107,0
3.58,-0.01130838,-0.01044097,-0.08435271,0.005845783,0.03721833,0.03590842,-0.1139114,0
3.59,-0.01154571,-0.01101444,-0.08195456,0.02376409,0.03235579,0.03582565,-0.1219917,0
3.6,-0.01233006,-0.01229912,-0.08195456,-0.05933273,0.03721833,0.03135629,-0.1716861,0
3.61,-0.01301526,-0.01127857,-0.0710296,0.08504802,0.03721833,0.03494079,-0.1163019,0
3.62,-0.01353286,-0.01193775,-0.05877232,0.08471712,0.03721833,0.03572742,-0.1090756,0
3.63,-0.01422309,-0.01253023,-0.04464981,0.09142618,0.03721833,0.0357526,-0.1329242,0
3.64,-0.01471139,-0.01321022,-0.02120112,0.08908702,0.03721833,0.03554449,-0.1511978,0
3.65,-0.01455177,-0.01363291,-0.006012753,0.09503251,0.03721833,0.03537711,-0.1613964,0
3.66,-0.01425369,-0.01321753,-0.002282277,0.125669,0.03721833,0.03529255,-0.1656263,0
3.67,-0.01411676,-0.01262659,0.007043906,0.1526271,0.03721833,0.03524241,-0.1686123,0
3.68,-0.01364437,-0.01232667,0.01317255,0.1636796,0.03721833,0.03518517,-0.1738813,0
3.69,-0.01337383,-0.01167585,0.01823533,0.183581,0.03721833,0.03512609,-0.1793684,0
3.7,-0.01331745,-0.01130448,0.0326243,0.187971,0.03721833,0.03506273,-0.1835231,0
3.71,-0.01284938,-0.01127763,0.04648036,0.1806794,0.03721833,0.03500864,-0.1872351,0
3.72,-0.01233688,-0.01074904,0.05527362,0.1913694,0.03721833,0.03498445,-0.1884907,0
3.73,-0.01174832,-0.01013688,0.06699797,0.2001174,0.03721833,0.03497863,-0.1877348,0
3.74,-0.01084648,-0.00946495,0.07445891,0.2081642,0.03721833,0.03498157,-0.187625,0
3.75,-0.009974815,-0.008419251,0.0795217,0.2252315,0.03721833,0.03498685,-0.1875875,0
3.76,-0.009175455,-0.007431187,0.08565034,0.2343033,0.03721833,0.03498404,-0.1877038,0
3.77,-0.008148915,-0.006594826,0.09204544,0.235497,0.03721833,0.03497579,-0.18845,0
3.78,-0.007166462,-0.005505905,0.09684177,0.2434877,0.03235579,0.03497574,-0.1882011,0
3.79,-0.006318435,-0.005827911,0.1032369,0.1288005,0.03721833,0.0305925,-0.2298174,0
3.8,-0.005330548,-0.003333316,0.1093655,0.2653939,0.03721833,0.03428778,-0.1653247,0
3.81,-0.004666006,-0.002388132,0.1181588,0.2596636,0.03721833,0.03519507,-0.1471025,0
3.82,-0.004800443,-0.002009395,0.148802,0.2402944,0.03721833,0.03533046,-0.1618226,0
3.83,-0.005271976,-0.002545682,0.223145,0.192003,0.03721833,0.03521451,-0.1724391,0
3.84,-0.002474936,-0.003483451,0.279635,0.1429377,0.03235579,0.03514209,-0.1735975,0
3.85,0.002033503,-0.001470988,0.2276748,0.1259335,0.03235579,0.03085578,-0.2066111,0
3.86,0.003180878,0.00464983,0.1922353,0.2918003,0.03235579,0.03029563,-0.1745407,0
3.87,0.005354979,0.006193375,0.2090225,0.2666662,0.03235579,0.03043313,-0.1452144,0
3.88,0.009852223,0.008358389,0.1426733,0.283497,0.03235579,0.03062364,-0.1416124,0
3.89,0.01079562,0.01361612,0.05740532,0.3873321,0.03235579,0.03074294,-0.1353478,0
3.9,0.00937666,0.01432722,0.0837851,0.3094752,0.03235579,0.03071618,-0.1346455,0
3.91,0.01133048,0.01155577,0.1016381,0.1504227,0.03235579,0.03064182,-0.1414477,0
3.92,0.01211905,0.01322673,0.04781267,0.1762605,0.03235579,0.03074913,-0.1289057,0
3.93,0.01113105,0.01392599,0.05900409,0.1507464,0.03235579,0.03094052,-0.1037318,0
3.94,0.01239836,0.01218857,0.07019552,0.05947766,0.03235579,0.03112361,-0.0912552,0
3.95,0.01303391,0.01335536,0.02356458,0.08876943,0.03235579,0.03132747,-0.0790694,0
3.96,0.01197312,0.01405147,0.02596274,0.08669847,0.03235579,0.03148291,-0.06429041,0
3.97,0.01263973,0.01245858,0.03315723,0.0152633,0.03235579,0.03156631,-0.06011618,0
3.98,0.01309482,0.01303814,-0.001749352,0.03605344,0.03235579,0.03166166,-0.05576673,0
3.99,0.01198205,0.01361367,-0.00574629,0.04451763,0.03235579,0.03174057,-0.0468569,0
4,0.01215844,0.01210402,0.004112825,-0.01391721,0.03235579,0.03177318,-0.04514989,0
4.01,0.01226676,0.01217639,-0.02253343,-0.002032558,0.03235579,0.03182374,-0.04373862,0
4.02,0.01119603,0.01237818,-0.02599744,0.005955826,0.03235579,0.0318695,-0.03779535,0
4.03,0.01112598,0.01102772,-0.02066819,-0.03625132,0.03235579,0.03188651,-0.03687226,0
4.04,0.01105219,0.01090516,-0.04385043,-0.02438048,0.03235579,0.03191798,-0.03656882,0
4.05,0.01000535,0.01094121,-0.05157784,-0.01399823,0.03235579,0.03194267,-0.03315971,0
4.06,0.009574536,0.009696619,-0.04758091,-0.04592723,0.03235579,0.03193922,-0.03389769,0
4.07,0.009143225,0.009188671,-0.06303572,-0.04248543,0.03235579,0.03194205,-0.03538148,0
4.08,0.008001319,0.008802398,-0.06836497,-0.03797144,0.03235579,0.03194377,-0.03403505,0
4.09,0.00733633,0.007499116,-0.06356864,-0.06266373,0.03235579,0.03193159,-0.03504653,0
4.1,0.00692323,0.006780725,-0.07635885,-0.0591996,0.03235579,0.03192865,-0.03654216,0
4.11,0.005838914,0.006484786,-0.08275395,-0.04418948,0.03235579,0.03192905,-0.03606442,0
4.12,0.005074772,0.005335484,-0.07902347,-0.0596957,0.03235579,0.03190657,-0.03809838,0
4.13,0.004498715,0.004544435,-0.09074781,-0.05648781,0.03235579,0.03188177,-0.04168312,0
4.14,0.003357594,0.004064981,-0.09394538,-0.04460336,0.03235579,0.03185555,-0.04346747,0
4.15,0.002491242,0.002868179,-0.09101427,-0.05796235,0.03235579,0.03181487,-0.04661479,0
4.16,0.00169004,0.001983254,-0.09607706,-0.05492238,0.03235579,0.03177938,-0.05053412,0
4.17,0.00045464,0.001243798,-0.09634352,-0.04808001,0.03235579,0.03174484,-0.05285971,0
4.18,-0.0004275828,-4.776406e-05,-0.08728381,-0.05938875,0.03235579,0.03170193,-0.05627803,0
4.19,-0.001048016,-0.000906357,-0.09261306,-0.05129394,0.03235579,0.03166724,-0.06000581,0
4.2,-0.002106402,-0.001368839,-0.09261306,-0.0327728,0.03235579,0.03163556,-0.06251194,0
4.21,-0.002980747,-0.002393816,-0.08834965,-0.03625461,0.03235579,0.03158548,-0.06687135,0
4.22,-0.003643596,-0.003234772,-0.08968196,-0.03020304,0.03235579,0.03153035,-0.07255916,0
4.23,-0.004587694,-0.003771721,-0.08888259,-0.01573189,0.03235579,0.03147603,-0.07682885,0
4.24,-0.005454223,-0.004667314,-0.07849055,-0.01583164,0.03235579,0.03141586,-0.0815279,0
4.25,-0.00608007,-0.005501768,-0.07609238,-0.01178045,0.03235579,0.03135731,-0.08686353,0
4.26,-0.006891494,-0.006010779,-0.07209545,0.002282567,0.03235579,0.0313052,-0.0910446,0
4.27,-0.007465417,-0.006749761,-0.06383512,0.005780162,0.03235579,0.03124971,-0.09535182,0
4.28,-0.007902768,-0.00721876,-0.06063756,0.01874776,0.03235579,0.0311985,-0.1002387,0
4.29,-0.008425333,-0.007501745,-0.05637416,0.03440443,0.03235579,0.03114546,-0.1046011,0
4.3,-0.008745261,-0.00791601,-0.04997906,0.0424032,0.03235579,0.03108641,-0.1096139,0
4.31,-0.009006262,-0.008107838,-0.04411688,0.0565134,0.03235579,0.03102835,-0.1148214,0
4.32,-0.009405211,-0.008231123,-0.03718887,0.06909758,0.03235579,0.0309698,-0.1194105,0
4.33,-0.009630301,-0.008563608,-0.02732975,0.07224576,0.03235579,0.03090945,-0.1241872,0
4.34,-0.009636948,-0.008708241,-0.02066819,0.08149202,0.03235579,0.03085751,-0.1284536,0
4.35,-0.009711907,-0.008571219,-0.01320724,0.09706144,0.03235579,0.03081645,-0.1314414,0
4.36,-0.009745966,-0.008538356,-0.006279215,0.1050309,0.03235579,0.0307763,-0.1345234,0
4.37,-0.009676296,-0.008497318,-0.0001505762,0.1117775,0.03235579,0.03073608,-0.1380544,0
4.38,-0.009625106,-0.008342126,0.005711596,0.1203467,0.03235579,0.03069896,-0.1409105,0
4.39,-0.009505058,-0.008226186,0.01370547,0.125164,0.03235579,0.03066605,-0.1432079,0
4.4,-0.009427084,-0.008048079,0.02116642,0.1308066,0.03235579,0.0306401,-0.1451741,0
4.41,-0.009467195,-0.007936813,0.03901941,0.1325759,0.03235579,0.03061738,-0.146659,0
4.42,-0.009375458,-0.007996856,0.06060287,0.1285189,0.03235579,0.03059772,-0.1479129,0
4.43,-0.01000258,-0.007898994,0.1029704,0.13078,0.03235579,0.03058918,-0.1483797,0
4.44,-0.008885247,-0.008710217,0.1533318,0.103088,0.03235579,0.03057108,-0.1486855,0
4.45,-0.004999088,-0.007315227,0.1186917,0.1549393,0.03235579,0.03060996,-0.1471061,0
4.46,-0.003343995,-0.002227326,0.04701328,0.3044391,0.02749372,0.03069602,-0.1417312,0
4.47,-0.003937477,-0.001406815,0.0475462,0.1971388,0.02749372,0.0262554,-0.1900161,0
4.48,-0.00330713,-0.002296769,0.07099491,0.1292649,0.02749372,0.02537052,-0.1883488,0
4.49,-0.002356528,-0.001745313,0.05660593,0.1304815,0.02749372,0.02543175,-0.159151,0
4.5,-0.002437807,-0.0006824406,0.0603364,0.1474741,0.02749372,0.0257308,-0.1318052,0
4.51,-0.002045575,-0.0009605653,0.08058755,0.118581,0.02749372,0.02595297,-0.1186668,0
4.52,-0.001075846,-0.000697789,0.08298571,0.1177809,0.02749372,0.02608416,-0.1140249,0
4.53,-0.0006549705,0.0004230222,0.0816534,0.1416604,0.02749372,0.02616441,-0.1089655,0
4.54,-0.0003250963,0.0008640566,0.09844054,0.1354184,0.02749372,0.02619994,-0.1066054,0
4.55,0.001448074,0.001099557,0.09577592,0.1256339,0.02749372,0.02621127,-0.1071939,0
4.56,0.002826398,0.003200145,0.05420777,0.176695,0.02263141,0.0262499,-0.1048655,0
4.57,0.002428236,0.003517066,0.04408219,0.07839234,0.02263141,0.02187642,-0.1455049,0
4.58,0.001625615,0.003065364,0.07845585,0.04131715,0.02263141,0.02112442,-0.1296879,0
4.59,0.002031967,0.001953483,0.1194911,-0.0004901215,0.02263141,0.02125993,-0.09647346,0
4.6,0.004453806,0.002370223,0.1064344,0.02352929,0.02263141,0.02159953,-0.07093714,0
4.61,0.006887115,0.005535834,0.03848648,0.1265147,0.02263141,0.02189566,-0.0539385,0
4.62,0.006371321,0.008743264,-0.005213365,0.1984804,0.02263141,0.02202391,-0.05060234,0
4.63,0.00569436,0.007894833,0.02116642,0.1228687,0.02263141,0.02192534,-0.06321832,0
4.64,0.006747941,0.006544048,0.009974994,0.05816276,0.02263141,0.02178945,-0.07551683,0
4.65,0.006296137,0.007613752,-0.01667126,0.0841391,0.02263141,0.02178197,-0.07021479,0
4.66,0.005531674,0.006961462,-0.001216426,0.0424583,0.02263141,0.02183293,-0.05990186,0
4.67,0.006156313,0.005758956,-0.005213365,5.217083e-05,0.02263141,0.02191048,-0.05554133,0
4.68,0.005771151,0.006449612,-0.02599744,0.02917041,0.02263141,0.02201556,-0.04785761,0
4.69,0.004993346,0.00601425,-0.01613832,0.01054095,0.02263141,0.022084,-0.04100181,0
4.7,0.005211186,0.004959487,-0.01906942,-0.01864727,0.02263141,0.02212191,-0.04073932,0
4.71,0.004847561,0.0052344,-0.03425777,0.00294017,0.02263141,0.02216288,-0.03856126,0
4.72,0.004165067,0.00488659,-0.02892853,-0.003982678,0.02263141,0.02218228,-0.03577628,0
4.73,0.004227846,0.004051001,-0.02919499,-0.02178931,0.02263141,0.02218564,-0.03706852,0
4.74,0.003790306,0.004190248,-0.0411858,-0.00289529,0.02263141,0.02219583,-0.03711691,0
4.75,0.003080081,0.003769872,-0.03718887,-0.008838662,0.02263141,0.02218924,-0.03662729,0
4.76,0.002908149,0.002932107,-0.03638948,-0.02403248,0.01776886,0.02217356,-0.03889837,0
4.77,0.002531956,0.001456086,-0.04491628,-0.1282731,0.02263141,0.01777772,-0.08283532,0
4.78,0.001840674,0.002815087,-0.04145226,0.01627088,0.02263141,0.02145071,-0.01988995,0
4.79,0.00156776,0.002028636,-0.04065287,-7.724948e-05,0.02263141,0.02231288,-0.006394511,0
4.8,0.001098431,0.001614084,-0.04811382,0.005769059,0.02263141,0.02240602,-0.02634882,0
4.81,0.0003985951,0.001137912,-0.04438335,0.00237793,0.02263141,0.02224584,-0.04104158,0
4.82,0.0001284779,0.0003655719,-0.0433175,-0.01007457,0.02263141,0.02210437,-0.04945621,0
4.83,-0.0001625098,0.0001398174,-0.04784736,-0.001102909,0.02263141,0.02203658,-0.05254916,0
4.84,-0.0008459269,-6.928254e-05,-0.04598212,0.005230086,0.02263141,0.0220084,-0.05301914,0
4.85,-0.001210659,-0.0008099871,-0.04251812,-0.005930922,0.02263141,0.02198358,-0.05493117,0
4.86,-0.001570908,-0.00116756,-0.0454492,-0.000139391,0.02263141,0.02196705,-0.05695002,0
4.87,-0.002215902,-0.001469272,-0.04251812,0.00528897,0.02263141,0.02195051,-0.05779888,0
4.88,-0.002502937,-0.00214741,-0.03798825,-0.001865517,0.02263141,0.02192727,-0.0598275,0
4.89,-0.002799431,-0.002383723,-0.03985349,0.008414865,0.02263141,0.02191027,-0.06192511,0
4.9,-0.003154296,-0.002591531,-0.03612301,0.01624523,0.02263141,0.02188939,-0.06332174,0
4.91,-0.003371034,-0.002897861,-0.03212608,0.01970507,0.02263141,0.02186341,-0.06593033,0
4.92,-0.003586003,-0.00304385,-0.03185961,0.02806333,0.02263141,0.02183378,-0.06879878,0
4.93,-0.003918109,-0.003186298,-0.02866206,0.03430662,0.02263141,0.02180094,-0.07139526,0
4.94,-0.00406643,-0.003498435,-0.02439867,0.03398707,0.02263141,0.02176541,-0.07425715,0
4.95,-0.004239742,-0.00359241,-0.02439867,0.04139831,0.02263141,0.02173683,-0.07668444,0
4.96,-0.004456405,-0.003707866,-0.01880295,0.04588522,0.02263141,0.02171046,-0.0784449,0
4.97,-0.004433983,-0.00389865,-0.01453955,0.04730321,0.02263141,0.02168556,-0.08051887,0
4.98,-0.004499851,-0.003793746,-0.01294077,0.05814187,0.02263141,0.0216669,-0.08223525,0
4.99,-0.004696751,-0.003795443,-0.01000969,0.06221616,0.02263141,0.02164487,-0.08377424,0
5,-0.004733527,-0.003997712,-0.003881052,0.05943648,0.02263141,0.02161914,-0.0860069,0
5.01,-0.004669904,-0.004008528,-0.002815202,0.06394623,0.02263141,0.0215993,-0.08761769,0
5.02,-0.00464023,-0.003876212,0.002247583,0.07134505,0.02263141,0.02158671,-0.08825788,0
5.03,-0.004501234,-0.003797198,0.006777443,0.07500082,0.02263141,0.0215751,-0.08919469,0
5.04,-0.00432526,-0.003599586,0.005711596,0.08168584,0.02263141,0.02156347,-0.09044503,0
5.05,-0.004142192,-0.003360614,0.01077439,0.08753269,0.02263141,0.02154979,-0.09152176,0
5.06,-0.004007658,-0.003131216,0.01317255,0.0913662,0.02263141,0.02153565,-0.09266977,0
5.07,-0.003795072,-0.002982235,0.01477132,0.09146863,0.02263141,0.02152091,-0.09372059,0
5.08,-0.003718066,-0.002748222,0.01663656,0.09417019,0.02263141,0.02151199,-0.09427884,0
5.09,-0.00342899,-0.00268923,0.01903472,0.09010925,0.02263141,0.02150473,-0.09437082,0
5.1,-0.003187528,-0.002374211,0.01956765,0.09546638,0.02263141,0.02150897,-0.09406666,0
5.11,-0.002981523,-0.00210476,0.02116642,0.09701987,0.02263141,0.02151387,-0.09327315,0
5.12,-0.002781156,-0.001901484,0.0227652,0.096072,0.02263141,0.02151847,-0.09303711,0
5.13,-0.00250614,-0.001713858,0.0227652,0.09467748,0.02263141,0.02152185,-0.09272362,0
5.14,-0.002290379,-0.00143121,0.02356458,0.09633173,0.02263141,0.02152934,-0.09197213,0
5.15,-0.002095434,-0.001222077,0.02516336,0.09467275,0.02263141,0.02153756,-0.09106599,0
5.16,-0.001825395,-0.001050432,0.02436397,0.09217527,0.02263141,0.02154677,-0.09031186,0
5.17,-0.001670981,-0.0007818731,0.02542982,0.0931239,0.02263141,0.02155903,-0.08925112,0
5.18,-0.001481446,-0.0006558077,0.02569628,0.08874241,0.02263141,0.0215697,-0.08812804,0
5.19,-0.001153275,-0.0004951207,0.02542982,0.08670565,0.02263141,0.02158298,-0.08712822,0
5.2,-0.0009941951,-0.0001459252,0.02569628,0.090719,0.02263141,0.02160038,-0.08565819,0
5.21,-0.0008648512,-6.778515e-06,0.02383105,0.08631214,0.02263141,0.0216127,-0.08447492,0
5.22,-0.0006549491,7.366409e-05,0.02196581,0.08150356,0.02263141,0.02162329,-0.08384041,0
5.23,-0.0005393346,0.0002665144,0.02196581,0.08121856,0.02263141,0.02163662,-0.08260886,0
5.24,-0.000353893,0.0003513076,0.02196581,0.07703222,0.02263141,0.02165059,-0.08116737,0
5.25,-0.0001792054,0.0005199306,0.02143288,0.07671134,0.02263141,0.02166782,-0.07992313,0
5.26,-0.0001063029,0.0006867823,0.01983411,0.07593529,0.02263141,0.02168331,-0.07859693,0
5.27,6.885778e-05,0.0007211202,0.01770241,0.07100522,0.02263141,0.0216951,-0.07765943,0
5.28,0.0001821729,0.0008834859,0.01716948,0.07152595,0.02263141,0.02170886,-0.07669622,0
5.29,0.0003470592,0.0009820971,0.01450486,0.06930935,0.02263141,0.02172073,-0.07551913,0
5.3,0.0004550957,0.001140935,0.01370547,0.06964089,0.02263141,0.021734,-0.07461423,0
5.31,0.0005193701,0.001233214,0.01104084,0.06740326,0.02263141,0.02174376,-0.07376809,0
5.32,0.0006051562,0.001264558,0.008909147,0.06382959,0.02263141,0.02175204,-0.0731315,0
5.33,0.000729368,0.001326706,0.007043906,0.06210052,0.02263141,0.02176158,-0.07230608,0
5.34,0.0007601571,0.001447264,0.004645746,0.06243303,0.02263141,0.02177351,-0.07125602,0
5.35,0.0007793233,0.001452354,0.002780508,0.05878473,0.02263141,0.02178296,-0.07043218,0
5.36,0.000799268,0.001437115,0.0006488077,0.05564592,0.02263141,0.02179153,-0.06985611,0
